rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,avg,plateAppearances,totalBases,games,position,sportAbbrev,yahoo_owner,yahoo_team,yahoo_id,yahoo_position
331,cle,27,114,Nolan Jones,666134,176,13,38,8,1,3,0.3,0.624,0.324,20,20,51,4,3,72,0.216,201,57,69,RF,MLB,,,,
332,sea,28,136,Victor Robles,645302,44,3,12,3,0,0,0.283,0.624,0.341,3,0,7,3,0,17,0.273,46,15,10,RF,MLB,DRO,DRO,10227,CF
333,kc,28,118,Kyle Isbel,664728,184,19,45,6,3,3,0.264,0.623,0.359,15,6,36,2,1,75,0.245,201,66,69,CF,MLB,,,,
334,wsh,23,120,Dylan Crews,686611,158,24,31,2,1,7,0.266,0.62,0.354,15,11,48,11,3,80,0.196,173,56,45,RF,MLB,,,,
335,wsh,25,120,Jacob Young,696285,145,18,36,5,1,0,0.323,0.62,0.297,7,14,22,7,8,54,0.248,169,43,56,CF,MLB,,,,
336,nyy,29,121,Luis Torrens,620443,133,7,29,9,1,1,0.297,0.62,0.323,13,14,33,0,0,53,0.218,148,43,48,C,MLB,,,,
337,tex,29,140,Jonah Heim,641680,196,17,44,5,0,7,0.262,0.619,0.357,21,10,48,3,0,68,0.224,210,70,60,C,MLB,,,,
338,cin,25,113,Christian Encarnacion-Strand,687952,106,10,22,4,0,5,0.232,0.619,0.387,15,2,26,0,2,47,0.208,112,41,28,1B,MLB,,,,
339,nyy,31,121,Tyrone Taylor,621438,211,22,48,10,3,2,0.287,0.619,0.332,15,10,50,9,1,85,0.227,232,70,71,CF,MLB,,,,
340,fa,27,234,Kameron Misner,670224,197,27,42,9,1,5,0.273,0.618,0.345,22,16,69,8,1,92,0.213,217,68,71,CF,MLB,,,,
341,tor,26,141,Davis Schneider,676914,45,7,8,1,0,1,0.351,0.618,0.267,5,11,17,0,0,30,0.178,57,12,21,LF,MLB,,,,
342,atl,28,144,Ozzie Albies,645277,302,34,67,11,1,6,0.293,0.618,0.325,28,28,56,7,1,141,0.222,335,98,78,2B,MLB,B2J,B2J,10237,2B
343,fa,30,512,Manuel Margot,622534,19,1,6,0,0,0,0.3,0.616,0.316,3,0,6,0,0,3,0.316,20,6,6,RF,MLB,,,,
344,mia,22,146,Javier Sanoja,691594,156,18,37,10,1,1,0.278,0.611,0.333,15,10,25,3,4,61,0.237,173,52,61,2B,MLB,,,,
345,fa,28,342,Keston Hiura,669374,18,3,4,1,0,0,0.333,0.611,0.278,1,0,7,0,0,5,0.222,21,5,8,1B,MLB,,,,
346,fa,29,556,Bobby Dalbec,666915,18,2,4,1,0,0,0.333,0.611,0.278,1,3,6,0,0,2,0.222,21,5,7,1B,MLB,,,,
347,fa,32,512,Andy Ibáñez,628451,94,14,20,4,0,2,0.292,0.611,0.319,15,7,14,3,0,47,0.213,106,30,46,3B,MLB,,,,
348,fa,28,552,David Villar,681584,20,4,4,1,0,0,0.36,0.61,0.25,1,4,5,0,0,9,0.2,25,5,9,1B,MLB,,,,
349,fa,27,105,Tyler Fitzgerald,666149,178,17,41,8,1,2,0.289,0.609,0.32,10,13,53,9,4,78,0.23,200,57,57,2B,MLB,,,,
350,fa,27,533,Nick Sogard,686765,49,8,12,3,0,0,0.302,0.608,0.306,2,2,9,0,0,18,0.245,53,15,14,1B,MLB,,,,
351,tor,23,141,Jonatan Clase,682729,88,8,19,3,0,2,0.289,0.607,0.318,9,8,25,3,1,34,0.216,98,28,28,LF,MLB,,,,
352,tor,23,141,Jonatan Clase,682729,88,8,19,3,0,2,0.289,0.607,0.318,9,8,25,3,1,34,0.216,98,28,28,LF,MLB,,,,
353,fa,26,1960,Edouard Julien,666397,91,8,18,5,0,2,0.288,0.607,0.319,8,11,29,0,2,47,0.198,104,29,29,2B,MLB,,,,
354,fa,25,102,Dustin Harris,687957,35,4,7,2,0,1,0.263,0.606,0.343,1,3,11,1,1,13,0.2,38,12,16,LF,MLB,,,,
355,fa,30,418,Tyler O'Neill,641933,80,9,15,3,1,2,0.28,0.605,0.325,10,9,27,2,0,34,0.188,93,26,24,RF,MLB,SAD,SAD,10215,OF
356,atl,29,144,Alex Verdugo,657077,184,20,45,10,0,0,0.302,0.601,0.299,12,13,28,1,0,74,0.245,199,55,52,LF,MLB,,,,
357,fa,28,494,Nick Maton,665155,54,5,9,2,0,2,0.286,0.601,0.315,4,9,19,0,1,22,0.167,63,17,25,1B,MLB,,,,
358,det,25,116,Parker Meadows,678009,62,8,11,2,1,2,0.261,0.6,0.339,7,7,16,2,0,19,0.177,69,21,18,CF,MLB,,,,
359,fa,27,105,Sam Huff,669087,53,5,11,1,0,2,0.259,0.599,0.34,4,4,25,0,0,26,0.208,58,18,20,C,MLB,,,,
360,wsh,26,120,Keibert Ruiz,660688,247,19,61,12,0,2,0.278,0.598,0.32,24,8,24,0,2,97,0.247,259,79,66,C,MLB,,,,
361,fa,29,494,Joshua Palacios,641943,128,11,26,4,0,3,0.292,0.597,0.305,9,12,36,0,0,63,0.203,145,39,51,RF,MLB,,,,
362,fa,28,238,James Outman,681546,24,5,3,0,0,2,0.222,0.597,0.375,4,3,13,0,0,9,0.125,27,9,9,CF,MLB,,,,
363,fa,29,431,José Azocar,640492,19,5,5,0,0,0,0.333,0.596,0.263,1,2,1,1,0,15,0.263,21,5,14,LF,MLB,,,,
364,sea,25,136,Ryan Bliss,669208,35,1,7,1,0,1,0.282,0.596,0.314,3,4,11,2,2,15,0.2,39,11,11,2B,MLB,,,,
365,tb,28,139,Taylor Walls,670764,180,25,39,7,1,2,0.296,0.596,0.3,25,22,45,9,6,80,0.217,207,54,67,SS,MLB,,,,
366,det,25,116,Trey Sweeney,700242,204,27,45,5,1,4,0.28,0.594,0.314,23,18,57,2,1,95,0.221,225,64,70,SS,MLB,,,,
367,sd,30,135,Tyler Wade,642180,100,12,22,1,2,0,0.322,0.592,0.27,9,14,30,1,2,45,0.22,119,27,51,CF,MLB,,,,
368,laa,36,108,Travis d'Arnaud,518595,116,6,24,6,0,3,0.256,0.592,0.336,10,6,41,0,0,56,0.207,125,39,37,C,MLB,,,,
369,mil,28,158,Andruw Monasterio,655316,26,5,5,2,0,0,0.323,0.592,0.269,2,5,7,0,0,16,0.192,31,7,20,SS,MLB,,,,
370,sd,34,135,Elias Díaz,553869,160,20,33,5,0,4,0.278,0.591,0.313,11,15,46,0,0,87,0.206,177,50,61,C,MLB,,,,
371,sd,34,135,Elias Díaz,553869,160,20,33,5,0,4,0.278,0.591,0.313,11,15,46,0,0,87,0.206,177,50,61,C,MLB,,,,
372,tex,35,140,Kyle Higashioka,543309,124,10,28,7,0,1,0.284,0.59,0.306,16,8,23,0,0,53,0.226,134,38,39,C,MLB,,,,
373,pit,25,134,Alexander Canario,672744,140,15,30,3,1,3,0.276,0.59,0.314,10,12,49,2,1,74,0.214,152,44,47,LF,MLB,,,,
374,lad,32,119,Michael Conforto,624424,217,28,37,11,0,5,0.298,0.588,0.29,16,33,63,1,0,101,0.171,258,63,69,LF,MLB,,,,
375,fa,30,1410,Weston Wilson,642215,36,3,7,0,0,1,0.31,0.588,0.278,4,6,13,0,0,18,0.194,42,10,22,LF,MLB,,,,
376,min,26,142,Royce Lewis,668904,99,10,20,4,0,2,0.282,0.585,0.303,9,11,16,0,0,46,0.202,110,30,30,3B,MLB,JEP,JEP,10916,3B
377,cws,27,145,Luis Robert Jr.,673357,249,27,46,8,0,8,0.27,0.583,0.313,32,29,88,22,6,123,0.185,285,78,72,CF,MLB,,,,
378,fa,34,400,Nick Martini,605361,102,9,23,4,0,1,0.288,0.582,0.294,4,9,18,0,0,31,0.225,111,30,43,RF,MLB,,,,
379,pit,25,134,Henry Davis,680779,104,12,19,3,0,4,0.254,0.581,0.327,11,9,28,0,0,59,0.183,117,34,35,C,MLB,,,,
380,mil,26,158,Garrett Mitchell,669003,68,9,14,4,1,0,0.286,0.58,0.294,3,7,25,3,0,23,0.206,78,20,25,CF,MLB,,,,
381,bos,25,111,Triston Casas,671213,99,5,18,3,0,3,0.277,0.58,0.303,11,11,27,0,0,41,0.182,112,30,29,1B,MLB,,,,
382,fa,28,568,Emmanuel Rivera,656896,69,3,16,3,0,0,0.303,0.578,0.275,3,6,12,1,0,29,0.232,76,19,26,3B,MLB,,,,
383,fa,28,568,Emmanuel Rivera,656896,69,3,16,3,0,0,0.303,0.578,0.275,3,6,12,1,0,29,0.232,76,19,26,3B,MLB,,,,
384,atl,24,144,Michael Harris II,671739,296,18,65,11,2,6,0.246,0.577,0.331,43,10,65,11,3,144,0.22,316,98,78,CF,MLB,HAM,HAM,12056,CF
385,tor,30,141,Anthony Santander,623993,184,14,33,5,0,6,0.273,0.577,0.304,18,24,55,0,0,107,0.179,209,56,50,RF,MLB,LFB,LFB,10666,OF
386,fa,23,552,Luisangel Acuña,682668,145,23,35,6,0,0,0.293,0.576,0.283,6,10,29,11,1,78,0.241,158,41,65,2B,MLB,,,,
387,pit,27,134,Jared Triolo,669707,120,11,21,6,0,3,0.275,0.575,0.3,9,16,22,5,1,58,0.175,140,36,48,SS,MLB,,,,
388,nyy,34,121,Travis Jankowski,608671,45,7,11,2,0,0,0.286,0.575,0.289,2,3,12,2,0,16,0.244,49,13,21,RF,MLB,,,,
389,fa,24,494,Brooks Baldwin,681460,133,9,28,6,0,3,0.252,0.575,0.323,16,7,41,2,0,67,0.211,145,43,47,LF,MLB,,,,
390,atl,26,144,Nick Allen,669397,201,21,47,7,0,0,0.305,0.574,0.269,14,19,48,6,4,85,0.234,229,54,69,SS,MLB,,,,
391,cin,30,113,Santiago Espinal,669289,225,19,54,10,0,0,0.29,0.574,0.284,12,16,25,2,1,108,0.24,243,64,70,3B,MLB,,,,
392,fa,23,105,Luis Matos,682641,72,9,12,2,0,4,0.211,0.572,0.361,7,4,10,2,0,35,0.167,76,26,24,RF,MLB,,,,
393,mil,26,158,Joey Ortiz,687401,249,31,54,8,0,4,0.275,0.572,0.297,18,17,46,8,3,116,0.217,274,74,78,SS,MLB,,,,
394,kc,36,118,Mark Canha,592192,97,8,23,3,0,0,0.303,0.571,0.268,4,7,20,0,1,48,0.237,109,26,41,LF,MLB,,,,
395,kc,36,118,Mark Canha,592192,97,8,23,3,0,0,0.303,0.571,0.268,4,7,20,0,1,48,0.237,109,26,41,LF,MLB,,,,
396,tor,26,141,Andrés Giménez,665926,182,22,35,6,0,4,0.278,0.569,0.291,14,14,33,9,1,93,0.192,206,53,52,2B,MLB,,,,
397,laa,34,108,Chris Taylor,621035,65,10,13,5,0,1,0.246,0.569,0.323,5,1,26,1,1,28,0.2,69,21,38,CF,MLB,,,,
398,pit,28,134,Ke'Bryan Hayes,663647,272,22,63,4,2,2,0.284,0.567,0.283,22,16,61,9,2,123,0.232,293,77,74,3B,MLB,,,,
399,fa,26,568,Heston Kjerstad,677008,156,16,30,5,2,4,0.24,0.567,0.327,19,6,45,1,0,86,0.192,167,51,54,LF,MLB,,,,
400,oak,32,133,Seth Brown,664913,65,6,12,2,0,1,0.303,0.565,0.262,3,9,23,1,0,38,0.185,76,17,38,LF,MLB,,,,
401,pit,37,134,Tommy Pham,502054,162,15,35,6,0,1,0.293,0.565,0.272,14,18,48,3,1,73,0.216,184,44,53,LF,MLB,,,,
402,pit,37,134,Tommy Pham,502054,162,15,35,6,0,1,0.293,0.565,0.272,14,18,48,3,1,73,0.216,184,44,53,LF,MLB,,,,
403,pit,37,134,Tommy Pham,502054,162,15,35,6,0,1,0.293,0.565,0.272,14,18,48,3,1,73,0.216,184,44,53,LF,MLB,,,,
404,fa,34,102,Tucker Barnhart,571466,13,0,3,0,0,0,0.333,0.564,0.231,0,1,4,0,0,11,0.231,15,3,8,C,MLB,,,,
405,stl,23,138,Jordan Walker,691023,176,21,37,4,1,3,0.267,0.562,0.295,23,12,63,3,2,94,0.21,191,52,55,RF,MLB,,,,
406,sd,38,135,Martín Maldonado,455117,106,8,20,3,0,4,0.232,0.562,0.33,8,6,41,0,0,37,0.189,116,35,45,C,MLB,,,,
407,det,30,116,Jake Rogers,668670,48,6,9,2,1,0,0.291,0.562,0.271,4,7,11,0,0,18,0.188,55,13,18,C,MLB,,,,
408,phi,24,143,Johan Rojas,679032,125,17,27,2,2,1,0.27,0.558,0.288,15,10,36,9,2,68,0.216,141,36,58,CF,MLB,,,,
409,col,27,115,Brenton Doyle,686668,258,26,50,10,2,5,0.25,0.556,0.306,25,20,72,8,0,97,0.194,280,79,67,CF,MLB,,,,
410,fa,26,416,Blake Dunn,694362,60,10,9,2,0,1,0.32,0.553,0.233,7,8,25,1,1,29,0.15,75,14,30,RF,MLB,,,,
411,sd,35,135,Jose Iglesias,578428,149,10,34,5,0,0,0.291,0.553,0.262,20,9,27,2,1,58,0.228,167,39,55,2B,MLB,,,,
412,laa,28,108,Luis Rengifo,650859,246,20,53,7,0,4,0.259,0.552,0.293,18,14,46,2,5,81,0.215,264,72,72,3B,MLB,,,,
413,fa,25,235,Michael Siani,672279,17,4,4,0,0,0,0.316,0.551,0.235,0,2,7,0,0,5,0.235,19,4,19,CF,MLB,,,,
414,ari,28,109,Jose Herrera,645444,98,11,18,4,0,1,0.296,0.551,0.255,9,16,28,0,0,38,0.184,122,25,34,C,MLB,,,,
415,cin,32,113,Connor Joe,656582,58,2,12,4,0,0,0.273,0.549,0.276,4,6,17,2,2,28,0.207,66,16,29,RF,MLB,,,,
416,phi,26,143,Rafael Marchán,665561,49,5,8,2,0,1,0.281,0.546,0.265,5,7,10,0,0,32,0.163,57,13,20,C,MLB,,,,
417,fa,24,564,Graham Pauley,688363,81,6,17,6,0,0,0.261,0.545,0.284,5,6,21,0,0,36,0.21,89,23,28,3B,MLB,,,,
418,hou,28,117,Brendan Rodgers,663898,115,12,22,4,0,2,0.266,0.544,0.278,11,11,46,0,1,66,0.191,128,32,43,2B,MLB,,,,
419,fa,30,541,Cavan Biggio,624415,69,9,12,2,0,1,0.296,0.542,0.246,4,11,21,1,0,32,0.174,83,17,37,1B,MLB,,,,
420,fa,30,541,Cavan Biggio,624415,69,9,12,2,0,1,0.296,0.542,0.246,4,11,21,1,0,32,0.174,83,17,37,1B,MLB,,,,
421,fa,30,541,Cavan Biggio,624415,69,9,12,2,0,1,0.296,0.542,0.246,4,11,21,1,0,32,0.174,83,17,37,1B,MLB,,,,
422,cws,29,145,Ryan Noda,676116,21,1,2,0,0,1,0.296,0.534,0.238,1,6,13,0,0,6,0.095,27,5,10,1B,MLB,,,,
423,chc,40,112,Justin Turner,457759,101,7,20,2,0,1,0.286,0.534,0.248,12,13,20,1,0,41,0.198,119,25,42,1B,MLB,,,,
424,chc,40,112,Justin Turner,457759,101,7,20,2,0,1,0.286,0.534,0.248,12,13,20,1,0,41,0.198,119,25,42,1B,MLB,,,,
425,laa,31,108,LaMonte Wade Jr.,664774,167,15,28,8,2,1,0.275,0.532,0.257,15,22,45,1,0,84,0.168,195,43,60,1B,MLB,,,,
426,fa,27,556,Andrew Vaughn,683734,185,9,35,8,0,5,0.218,0.532,0.314,19,7,43,0,0,91,0.189,193,58,48,1B,MLB,,,,
427,fa,25,431,Jarred Kelenic,672284,60,7,10,2,0,2,0.231,0.531,0.3,2,5,23,0,1,27,0.167,65,18,23,RF,MLB,,,,
428,fa,26,529,Leody Taveras,665750,171,13,35,6,1,3,0.226,0.53,0.304,17,5,50,9,3,71,0.205,180,52,58,CF,MLB,,,,
429,fa,31,547,Paul DeJong,657557,54,3,11,4,0,0,0.246,0.524,0.278,2,2,24,2,0,24,0.204,57,15,16,3B,MLB,,,,
430,fa,31,547,Paul DeJong,657557,54,3,11,4,0,0,0.246,0.524,0.278,2,2,24,2,0,24,0.204,57,15,16,3B,MLB,,,,
431,col,30,115,Orlando Arcia,606115,88,5,18,2,1,1,0.239,0.523,0.284,5,4,18,0,0,39,0.205,92,25,31,SS,MLB,,,,
432,sf,26,137,Patrick Bailey,672275,176,19,33,9,1,1,0.255,0.522,0.267,16,17,63,0,0,82,0.188,198,47,61,C,MLB,,,,
433,nyy,25,147,Oswald Peraza,672724,117,13,19,5,0,3,0.24,0.522,0.282,13,11,35,1,0,57,0.162,129,33,51,3B,MLB,,,,
434,fa,24,2310,Jorge Barrosa,678489,15,1,3,2,0,0,0.188,0.521,0.333,4,0,5,0,0,6,0.2,16,5,5,CF,MLB,,,,
435,min,34,142,Christian Vázquez,543877,123,10,22,6,0,2,0.244,0.52,0.276,9,11,24,0,1,63,0.179,135,34,41,C,MLB,,,,
436,fa,28,4904,Brandon Lockridge,663604,88,9,19,4,0,0,0.258,0.519,0.261,5,4,24,8,1,38,0.216,95,23,47,LF,MLB,,,,
437,lad,35,119,Austin Barnes,605131,42,4,9,3,0,0,0.233,0.519,0.286,2,1,14,0,0,22,0.214,44,12,13,C,MLB,,,,
438,bal,30,110,Jorge Mateo,622761,61,7,11,3,0,1,0.231,0.51,0.279,3,4,23,14,1,36,0.18,65,17,32,SS,MLB,,,,
439,fa,29,400,Jhonny Pereda,640902,40,3,7,2,0,0,0.283,0.508,0.225,3,6,13,0,0,12,0.175,46,9,19,C,MLB,,,,
440,mil,28,158,Daz Cameron,663662,41,7,8,1,0,1,0.214,0.507,0.293,3,1,13,1,0,13,0.195,42,12,21,RF,MLB,,,,
441,tex,33,140,Joc Pederson,592626,122,10,16,5,1,2,0.269,0.507,0.238,6,20,28,1,0,67,0.131,146,29,46,1B,MLB,,,,
442,fa,26,422,Will Wagner,695238,59,4,11,2,0,0,0.284,0.504,0.22,2,8,15,1,0,20,0.186,68,13,20,3B,MLB,,,,
443,bal,23,110,Coby Mayo,691723,59,4,11,4,0,0,0.25,0.504,0.254,4,5,17,1,0,29,0.186,64,15,19,3B,MLB,,,,
444,fa,24,534,Nasim Nuñez,683083,43,6,8,2,0,0,0.271,0.504,0.233,5,5,10,7,1,21,0.186,49,10,23,SS,MLB,,,,
445,cle,25,114,Johnathan Rodríguez,671286,31,4,5,2,1,0,0.212,0.502,0.29,1,2,11,0,0,15,0.161,33,9,13,RF,MLB,,,,
446,bos,27,111,David Hamilton,666152,106,14,19,3,0,3,0.209,0.501,0.292,10,3,30,12,3,45,0.179,112,31,54,2B,MLB,,,,
447,fa,28,1410,Cal Stevenson,670276,8,0,2,0,0,0,0.25,0.5,0.25,1,0,2,0,0,5,0.25,8,2,5,CF,MLB,,,,
448,fa,32,541,Dairon Blanco,680118,6,2,1,1,0,0,0.167,0.5,0.333,1,0,2,3,2,3,0.167,8,2,9,CF,MLB,,,,
449,laa,32,108,Tim Anderson,641313,83,8,17,3,0,0,0.258,0.499,0.241,3,3,29,1,1,23,0.205,90,20,31,SS,MLB,,,,
450,stl,30,138,Garrett Hampson,641658,48,10,8,1,0,0,0.31,0.498,0.188,0,10,16,2,1,18,0.167,60,9,27,2B,MLB,,,,
451,atl,29,144,Stuart Fairchild,656413,35,7,6,1,1,0,0.237,0.494,0.257,2,3,11,2,1,16,0.171,38,9,23,RF,MLB,,,,
452,sd,35,135,Jason Heyward,518792,85,9,15,2,0,2,0.223,0.494,0.271,12,6,20,0,1,47,0.176,95,23,34,LF,MLB,,,,
453,sd,35,135,Jason Heyward,518792,85,9,15,2,0,2,0.223,0.494,0.271,12,6,20,0,1,47,0.176,95,23,34,LF,MLB,,,,
454,chc,35,112,Jon Berti,542932,82,12,17,2,0,0,0.261,0.493,0.232,2,4,20,8,1,39,0.207,88,19,38,3B,MLB,,,,
455,fa,29,342,Sean Bouchard,656248,66,7,11,0,1,1,0.247,0.489,0.242,7,7,27,1,1,23,0.167,73,16,32,RF,MLB,,,,
456,fa,29,1960,Mickey Gasper,681508,34,5,6,1,0,0,0.282,0.488,0.206,3,4,9,0,0,16,0.176,39,7,17,2B,MLB,,,,
457,cws,30,145,Josh Rojas,668942,116,8,21,5,0,0,0.262,0.486,0.224,6,13,36,4,1,52,0.181,131,26,42,3B,MLB,,,,
458,kc,33,118,Hunter Renfroe,592669,99,5,18,6,0,0,0.241,0.483,0.242,4,8,21,0,0,46,0.182,108,24,35,RF,MLB,,,,
459,fa,27,541,Michael Massey,686681,198,10,40,5,0,2,0.221,0.479,0.258,14,5,32,1,0,96,0.202,209,51,56,2B,MLB,,,,
460,cle,29,114,Lane Thomas,657041,97,6,16,1,0,2,0.239,0.476,0.237,9,9,33,3,0,50,0.165,109,23,30,CF,MLB,,,,
461,cle,29,114,Lane Thomas,657041,97,6,16,1,0,2,0.239,0.476,0.237,9,9,33,3,0,50,0.165,109,23,30,CF,MLB,,,,
462,cle,29,114,David Fry,681807,36,3,5,1,0,1,0.225,0.475,0.25,3,3,18,1,0,22,0.139,40,9,16,1B,MLB,,,,
463,cle,32,114,Austin Hedges,595978,65,5,7,0,0,3,0.224,0.47,0.246,4,10,26,1,0,33,0.108,77,16,29,C,MLB,,,,
464,fa,31,552,Pablo Reyes,622569,31,4,6,1,0,0,0.242,0.468,0.226,2,2,10,1,0,13,0.194,34,7,25,RF,MLB,,,,
465,fa,31,552,Pablo Reyes,622569,31,4,6,1,0,0,0.242,0.468,0.226,2,2,10,1,0,13,0.194,34,7,25,RF,MLB,,,,
466,tex,36,140,Kevin Pillar,607680,43,6,9,2,0,0,0.209,0.465,0.256,1,0,8,3,0,10,0.209,43,11,20,CF,MLB,,,,
467,tex,36,140,Kevin Pillar,607680,43,6,9,2,0,0,0.209,0.465,0.256,1,0,8,3,0,10,0.209,43,11,20,CF,MLB,,,,
468,fa,22,342,Adael Amador,691182,89,3,13,4,0,1,0.24,0.465,0.225,5,10,25,1,1,35,0.146,102,20,33,2B,MLB,,,,
469,fa,27,342,Aaron Schunk,668845,28,1,6,1,0,0,0.214,0.464,0.25,0,0,8,0,0,14,0.214,29,7,11,SS,MLB,,,,
470,fa,29,422,Michael Stefanic,683021,22,1,4,0,0,0,0.28,0.462,0.182,0,3,3,0,0,13,0.182,25,4,9,2B,MLB,,,,
471,fa,28,422,Ali Sánchez,645305,11,0,2,1,0,0,0.182,0.455,0.273,0,0,3,0,0,6,0.182,11,3,5,C,MLB,,,,
472,fa,28,531,Bryan De La Cruz,650559,47,1,9,1,0,0,0.24,0.453,0.213,0,3,18,1,0,20,0.191,50,10,16,LF,MLB,,,,
473,fa,28,531,Bryan De La Cruz,650559,47,1,9,1,0,0,0.24,0.453,0.213,0,3,18,1,0,20,0.191,50,10,16,LF,MLB,,,,
474,laa,27,108,Gustavo Campero,672569,17,1,3,0,0,0,0.263,0.439,0.176,0,2,4,1,0,7,0.176,19,3,8,RF,MLB,,,,
475,fa,28,342,Owen Miller,680911,14,0,2,0,0,0,0.294,0.437,0.143,1,2,4,1,0,6,0.143,17,2,9,2B,MLB,,,,
476,tex,26,140,Ezequiel Duran,677649,56,4,8,4,0,0,0.222,0.436,0.214,2,3,19,1,0,23,0.143,63,12,27,SS,MLB,,,,
477,fa,24,445,Brayan Rocchio,677587,91,8,15,3,0,0,0.235,0.433,0.198,8,5,21,2,2,45,0.165,102,18,35,SS,MLB,,,,
478,min,29,142,Jonah Bride,681146,109,7,18,2,0,0,0.246,0.429,0.183,5,11,38,0,0,49,0.165,122,20,43,3B,MLB,,,,
479,fa,27,556,Oliver Dunn,686554,36,4,6,2,0,0,0.205,0.427,0.222,6,2,11,1,0,16,0.167,41,8,14,3B,MLB,,,,
480,laa,31,108,Kevin Newman,621028,77,8,15,2,0,0,0.205,0.426,0.221,4,1,15,1,0,32,0.195,79,17,35,SS,MLB,,,,
481,fa,26,1960,Jose Miranda,669304,36,2,6,0,0,1,0.167,0.417,0.25,5,0,13,0,0,25,0.167,36,9,12,3B,MLB,,,,
482,bos,29,111,Connor Wong,657136,70,6,11,0,0,0,0.259,0.416,0.157,1,9,18,1,0,46,0.157,81,11,29,C,MLB,,,,
483,fa,29,102,Alan Trejo,676701,40,3,7,2,0,0,0.19,0.415,0.225,1,1,7,0,0,16,0.175,43,9,14,SS,MLB,,,,
484,atl,28,144,Luke Williams,663897,14,3,2,1,0,0,0.2,0.414,0.214,2,0,3,3,0,16,0.143,15,3,18,SS,MLB,,,,
485,chc,27,112,Vidal Bruján,660644,31,5,5,2,0,0,0.188,0.414,0.226,2,1,8,2,1,17,0.161,32,7,25,3B,MLB,,,,
486,cin,31,113,Jeimer Candelario,600869,80,3,9,2,0,2,0.198,0.411,0.213,10,9,29,0,1,36,0.113,91,17,22,3B,MLB,,,,
487,wsh,28,120,Riley Adams,656180,66,7,7,2,0,3,0.132,0.405,0.273,8,1,29,0,0,30,0.106,68,18,23,C,MLB,,,,
488,fa,26,484,Jack Suwinski,669261,42,4,5,1,0,0,0.26,0.403,0.143,1,8,20,4,0,26,0.119,50,6,18,RF,MLB,,,,
489,col,33,115,Kris Bryant,592178,39,2,6,2,0,0,0.195,0.4,0.205,1,2,13,0,0,25,0.154,41,8,11,DH,MLB,,,,
490,col,35,115,Jacob Stallings,607732,84,4,12,3,0,0,0.217,0.396,0.179,6,5,31,0,0,48,0.143,93,15,29,C,MLB,,,,
491,fa,23,445,Jhonkensy Noel,678877,103,12,15,2,0,2,0.168,0.391,0.223,9,3,34,0,0,46,0.146,107,23,46,RF,MLB,,,,
492,fa,24,512,Jace Jung,690291,45,8,5,0,0,0,0.245,0.356,0.111,3,7,15,0,0,15,0.111,53,5,18,3B,MLB,,,,
493,fa,27,533,Blake Sabol,666165,16,2,2,1,0,0,0.167,0.355,0.188,1,1,7,0,0,12,0.125,18,3,8,C,MLB,,,,
494,fa,28,531,CJ Alexander,680769,17,0,3,0,0,0,0.176,0.352,0.176,0,0,8,0,0,8,0.176,17,3,6,1B,MLB,,,,
495,fa,27,529,Jacob Hurtubise,674441,12,3,1,0,0,0,0.267,0.35,0.083,0,1,6,0,0,7,0.083,15,1,12,LF,MLB,,,,
496,fa,26,512,Akil Baddoo,668731,17,0,2,1,0,0,0.167,0.343,0.176,1,1,5,1,0,8,0.118,18,3,7,LF,MLB,,,,
497,fa,26,541,MJ Melendez,669004,47,4,4,1,0,1,0.173,0.343,0.17,1,3,20,0,0,17,0.085,52,8,16,LF,MLB,,,,
498,fa,41,4904,Yuli Gurriel,493329,36,2,4,1,0,0,0.2,0.339,0.139,3,4,8,0,0,22,0.111,40,5,16,1B,MLB,,,,
499,hou,29,117,César Salazar,663967,6,0,1,0,0,0,0.167,0.334,0.167,0,0,1,0,0,4,0.167,6,1,6,C,MLB,,,,
500,sf,30,137,Andrew Knizner,668800,24,3,2,0,0,1,0.12,0.328,0.208,1,1,4,0,0,13,0.083,25,5,9,C,MLB,,,,
501,cle,27,114,Will Brennan,686823,11,0,1,0,0,0,0.231,0.322,0.091,0,1,1,0,1,5,0.091,13,1,6,RF,MLB,,,,
502,sf,27,137,Jerar Encarnacion,666464,22,1,3,1,0,0,0.136,0.318,0.182,0,0,6,1,0,16,0.136,22,4,8,RF,MLB,,,,
503,cws,28,145,Vinny Capra,681962,91,10,10,2,0,1,0.144,0.309,0.165,6,3,23,2,0,54,0.11,99,15,45,3B,MLB,,,,
504,nyy,29,121,Jose Siri,642350,20,5,1,1,0,0,0.208,0.308,0.1,1,4,8,2,0,10,0.05,24,2,10,CF,MLB,,,,
505,hou,30,117,Luis Guillorme,641645,16,1,2,0,0,0,0.176,0.301,0.125,0,1,7,0,0,11,0.125,17,2,9,2B,MLB,,,,
506,hou,30,117,Luis Guillorme,641645,16,1,2,0,0,0,0.176,0.301,0.125,0,1,7,0,0,11,0.125,17,2,9,2B,MLB,,,,
507,hou,30,117,Luis Guillorme,641645,16,1,2,0,0,0,0.176,0.301,0.125,0,1,7,0,0,11,0.125,17,2,9,2B,MLB,,,,
