upid,name,manager,contract,mlb_id,player_type,rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev,atBats,doubles,triples,obp,ops,slg,rbi,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position
7156,Kendry Rojas,Hammers,Purchased Contract,696070,pitcher,5,min,23,142.0,696070,Kendry Rojas,19.0,1.55,69.0,75,42,36.0,32,90,7,207.0,312.0,,4.7,0.0,0.0,0.0,2.0,5.0,ALL (5),,,,,,,,,,,,,
7165,Luis De León,,,801725,pitcher,18,bal,22,110.0,801725,Luis De León,20.0,1.21,87.1,65,40,32.0,41,107,0,262.0,375.0,,3.3,0.0,0.0,0.0,5.0,3.0,ALL (3),,,,,,,,,,,,,
7169,Adam Serwinowski,,,703445,pitcher,13,la,21,119.0,703445,Adam Serwinowski,25.0,1.36,111.2,97,57,50.0,55,140,12,335.0,491.0,,4.03,0.0,0.0,0.0,5.0,7.0,ALL (3),,,,,,,,,,,,,
7171,Zach Maxwell,,,687209,pitcher,23,cin,24,113.0,687209,Zach Maxwell,59.0,1.47,59.2,52,28,28.0,36,72,9,179.0,263.0,,4.22,5.0,6.0,3.0,1.0,3.0,ALL (2),,,,,,,,,,,,,
7172,Marcelo Perez,,,681041,pitcher,18,sea,26,136.0,681041,Marcelo Perez,19.0,1.12,91.2,80,35,35.0,23,62,10,275.0,370.0,,3.44,0.0,0.0,0.0,6.0,6.0,ALL (2),,,,,,,,,,,,,
7175,Yassel Soler,,,807957,batter,23,ari,19,,807957,Yassel Soler,,,,82,42,,42,90,12,,,,,,,,,,A,342.0,13.0,2.0,0.342,0.737,0.395,46.0,5.0,0.0,189.0,135.0,0.24,3B
7180,Ian Mejia,,,681256,pitcher,19,atl,25,144.0,681256,Ian Mejia,25.0,1.1,131.1,103,42,39.0,41,109,10,394.0,525.0,,2.67,1.0,0.0,0.0,12.0,3.0,ALL (2),,,,,,,,,,,,,
7181,Diego Tornes,,,829053,batter,14,atl,17,,829053,Diego Tornes,,,,34,20,,23,32,0,,,,,,,,,,ROK,122.0,5.0,5.0,0.395,0.797,0.402,13.0,24.0,4.0,55.0,49.0,0.279,OF
7183,Stiven Martinez,,,815913,batter,17,bal,18,,815913,Stiven Martinez,,,,43,34,,46,100,3,,,,,,,,,,ALL (2),232.0,10.0,4.0,0.333,0.635,0.302,22.0,5.0,6.0,147.0,70.0,0.185,OF
7188,Javier Mogollon,,,808684,batter,18,cws,20,,808684,Javier Mogollon,,,,41,36,,30,56,5,,,,,,,,,,A,186.0,10.0,3.0,0.347,0.734,0.387,19.0,15.0,6.0,76.0,72.0,0.22,2B
7190,Mathias LaCombe,,,807187,pitcher,22,cws,23,145.0,807187,Mathias LaCombe,19.0,1.11,53.1,35,20,18.0,24,73,3,160.0,224.0,,3.04,0.0,0.0,0.0,0.0,1.0,ALL (2),,,,,,,,,,,,,
7191,Adolfo Sanchez,,,807645,batter,11,cin,19,,807645,Adolfo Sanchez,,,,41,36,,24,21,2,,,,,,,,,,ROK,121.0,8.0,3.0,0.474,0.978,0.504,27.0,10.0,4.0,61.0,61.0,0.339,OF
7195,Robert Arias,,,815897,batter,22,cle,19,,815897,Robert Arias,,,,47,33,,29,22,2,,,,,,,,,,ROK,164.0,11.0,1.0,0.389,0.791,0.402,28.0,29.0,4.0,61.0,66.0,0.287,OF
7196,Ashly Andujar,,,815903,batter,28,col,18,,815903,Ashly Andujar,,,,61,32,,15,31,0,,,,,,,,,,ROK,191.0,7.0,0.0,0.37,0.726,0.356,23.0,7.0,2.0,90.0,68.0,0.319,SS
7200,Nestor Miranda,,,815930,batter,27,det,19,,815930,Nestor Miranda,,,,30,17,,15,39,6,,,,,,,,,,ROK,116.0,3.0,2.0,0.37,0.844,0.474,24.0,3.0,4.0,60.0,55.0,0.259,3B
7202,A.J. Blubaugh,,,805123,pitcher,14,hou,25,117.0,805123,AJ Blubaugh,33.0,1.4,131.0,114,75,64.0,69,136,16,393.0,576.0,,4.4,2.0,0.0,1.0,8.0,9.0,ALL (2),,,,,,,,,,,,,
7206,Yandel Ricardo,,,815902,batter,5,kc,19,,815902,Yandel Ricardo,,,,79,50,,31,76,2,,,,,,,,,,ALL (2),299.0,13.0,7.0,0.346,0.721,0.375,35.0,31.0,8.0,115.0,112.0,0.264,SS
7210,Joswa Lugo,,,815915,batter,5,ana,18,,815915,Joswa Lugo,,,,35,19,,19,40,2,,,,,,,,,,ROK,129.0,7.0,0.0,0.375,0.747,0.372,23.0,1.0,4.0,58.0,48.0,0.271,SS
7211,Joel Hurtado,,,805871,pitcher,22,ana,24,108.0,805871,Joel Hurtado,19.0,1.22,91.2,84,31,28.0,28,59,6,275.0,381.0,,2.75,0.0,0.0,0.0,5.0,6.0,ALL (2),,,,,,,,,,,,,
7212,Hayden Alvarez,,,820986,batter,23,ana,18,,820986,Hayden Alvarez,,,,83,50,,41,49,2,,,,,,,,,,ALL (2),244.0,10.0,3.0,0.435,0.865,0.43,44.0,33.0,9.0,105.0,105.0,0.34,OF
7214,Luis Cova,,,815909,batter,17,mia,18,,815909,Luis Cova,,,,53,49,,34,40,9,,,,,,,,,,ROK,177.0,11.0,2.0,0.422,0.959,0.537,35.0,35.0,6.0,75.0,95.0,0.299,OF
7218,Jorge Quintana,,,815894,batter,7,sd,18,,815894,Jorge Quintana,,,,69,42,,39,84,4,,,,,,,,,,ALL (2),284.0,16.0,3.0,0.339,0.702,0.363,28.0,26.0,8.0,142.0,103.0,0.243,SS
7225,Yovanny Rodriguez,,,815898,batter,24,nym,19,,815898,Yovanny Rodriguez,,,,45,26,,25,39,2,,,,,,,,,,ALL (2),136.0,14.0,1.0,0.446,0.939,0.493,26.0,3.0,0.0,50.0,67.0,0.331,C
7227,Edward Lantigua,,,815928,batter,28,nym,19,,815928,Edward Lantigua,,,,44,23,,33,29,3,,,,,,,,,,ROK,153.0,6.0,1.0,0.433,0.832,0.399,27.0,13.0,10.0,55.0,61.0,0.288,OF
7229,Francisco Vilorio,,,815910,batter,28,nyy,19,,815910,Francisco Vilorio,,,,51,39,,30,54,0,,,,,,,,,,ROK,183.0,10.0,3.0,0.387,0.753,0.366,19.0,8.0,5.0,81.0,67.0,0.279,OF
7246,Braden Nett,,,804556,pitcher,4,oak,23,133.0,804556,Braden Nett,24.0,1.47,105.2,107,49,44.0,48,116,8,317.0,468.0,,3.75,0.0,0.0,0.0,6.0,7.0,ALL (2),,,,,,,,,,,,,
7248,Jhonny Level,,,815929,batter,4,sf,18,,815929,Jhonny Level,,,,93,80,,50,70,12,,,,,,,,,,ALL (2),346.0,12.0,5.0,0.36,0.796,0.436,50.0,21.0,7.0,124.0,151.0,0.269,SS
7250,Brock Rodden,,,801126,batter,21,sea,25,,801126,Brock Rodden,,,,46,24,,15,53,5,,,,,,,,,,ALL (2),157.0,10.0,0.0,0.365,0.817,0.452,23.0,16.0,2.0,54.0,71.0,0.293,SS
7257,Braylin Morel,,,808281,batter,27,tex,19,,808281,Braylin Morel,,,,59,29,,10,66,5,,,,,,,,,,ALL (2),232.0,14.0,2.0,0.293,0.69,0.397,28.0,3.0,1.0,110.0,92.0,0.254,OF
7260,Fernando Perez,,,800125,pitcher,17,tor,21,141.0,800125,Fernando Perez,26.0,1.16,121.1,113,50,41.0,28,105,7,364.0,503.0,,3.04,0.0,0.0,0.0,6.0,7.0,ALL (2),,,,,,,,,,,,,
7262,Sam Shaw,,,802511,batter,19,tor,20,,802511,Sam Shaw,,,,60,44,,46,63,7,,,,,,,,,,ALL (2),252.0,11.0,3.0,0.361,0.75,0.389,28.0,9.0,0.0,158.0,98.0,0.238,OF
7264,Angel Feliz,,,815906,batter,14,was,19,,815906,Angel Feliz,,,,74,53,,42,71,4,,,,,,,,,,ALL (2),293.0,10.0,5.0,0.346,0.708,0.362,43.0,15.0,7.0,136.0,106.0,0.253,SS
7270,Jeral Perez,,,800419,batter,19,cws,21,,800419,Jeral Perez,,,,117,65,,44,112,22,,,,,,,,,,A+,480.0,24.0,4.0,0.315,0.763,0.448,70.0,10.0,3.0,215.0,215.0,0.244,3B
7271,Luis Suisbel,,,692044,batter,19,sea,22,,692044,Luis Suisbel,,,,90,62,,48,135,23,,,,,,,,,,A+,427.0,15.0,1.0,0.308,0.72,0.412,68.0,8.0,1.0,241.0,176.0,0.211,3B
7272,Nehomar Ochoa Jr.,,,806441,batter,25,hou,20,,806441,Nehomar Ochoa Jr.,,,,15,13,,8,34,1,,,,,,,,,,ALL (2),95.0,1.0,0.0,0.229,0.429,0.2,5.0,1.0,2.0,53.0,19.0,0.158,OF
7277,Victor Arias,,,692478,batter,9,tor,22,,692478,Victor Arias,,,,112,69,,50,102,7,,,,,,,,,,ALL (2),412.0,19.0,7.0,0.353,0.756,0.403,47.0,18.0,5.0,162.0,166.0,0.272,CF
7280,Yeremi Cabrera,,,800393,batter,16,tex,20,,800393,Yeremy Cabrera,,,,98,66,,52,86,8,,,,,,,,,,A,383.0,12.0,3.0,0.364,0.73,0.366,52.0,43.0,4.0,183.0,140.0,0.256,CF
7284,A.J. Ewing,,,805999,batter,7,nym,21,,805999,A.J. Ewing,,,,153,87,,68,105,3,,,,,,,,,,ALL (3),485.0,26.0,10.0,0.401,0.83,0.429,55.0,70.0,11.0,175.0,208.0,0.315,SS
7305,John Gil,,,808535,batter,13,atl,19,,808535,John Gil,,,,107,76,,61,71,7,,,,,,,,,,ALL (3),424.0,25.0,1.0,0.348,0.714,0.366,49.0,54.0,14.0,186.0,155.0,0.252,SS
7320,Mavis Graves,,,703496,pitcher,25,phi,22,143.0,703496,Mavis Graves,21.0,1.53,81.2,74,51,40.0,51,103,6,245.0,372.0,,4.41,0.0,0.0,0.0,6.0,7.0,A+,,,,,,,,,,,,,
7351,Jonathon Long,,,675085,batter,7,chc,23,,675085,Jonathon Long,,,,157,86,,79,116,20,,,,,,,,,,AAA,514.0,23.0,3.0,0.404,0.883,0.479,91.0,2.0,0.0,225.0,246.0,0.305,1B
7353,Charles McAdoo,,,807727,batter,15,tor,23,,807727,Charles McAdoo,,,,110,62,,45,137,16,,,,,,,,,,AA,445.0,24.0,1.0,0.318,0.731,0.413,45.0,34.0,6.0,197.0,184.0,0.247,2B
7358,Theo Gillen,,,815394,batter,2,tb,20,,815394,Theo Gillen,,,,65,62,,64,75,5,,,,,,,,,,A,243.0,12.0,1.0,0.433,0.82,0.387,18.0,36.0,3.0,96.0,94.0,0.267,OF
7380,Romeo Sanabria,,,703804,batter,21,sd,23,,703804,Romeo Sanabria,,,,116,54,,38,107,12,,,,,,,,,,AA,452.0,18.0,0.0,0.309,0.685,0.376,56.0,4.0,1.0,193.0,170.0,0.257,1B
7383,Henry Baez,,,692013,pitcher,8,oak,23,133.0,692013,Henry Baez,23.0,1.05,109.0,79,35,29.0,35,100,3,327.0,436.0,,2.39,0.0,0.0,0.0,5.0,3.0,ALL (2),,,,,,,,,,,,,
7391,Andy Perez,,,700321,batter,23,col,21,,700321,Andy Perez,,,,130,63,,25,94,9,,,,,,,,,,ALL (2),493.0,27.0,3.0,0.304,0.689,0.385,65.0,22.0,4.0,220.0,190.0,0.264,SS
7399,Jordan Sanchez,,,820847,batter,24,bal,20,,820847,Jordan Sanchez,,,,50,34,,31,62,7,,,,,,,,,,ALL (2),172.0,16.0,3.0,0.41,0.951,0.541,49.0,3.0,2.0,90.0,93.0,0.291,OF
7400,PJ Morlando,,,703563,batter,14,mia,20,,703563,PJ Morlando,,,,44,38,,46,71,5,,,,,,,,,,ALL (2),205.0,7.0,1.0,0.371,0.703,0.332,30.0,8.0,1.0,113.0,68.0,0.215,OF
7402,Tristan Smith,,,702280,pitcher,25,cin,22,113.0,702280,Tristan Smith,6.0,2.75,8.0,11,10,10.0,11,12,0,24.0,46.0,,11.25,0.0,0.0,1.0,0.0,1.0,ALL (2),,,,,,,,,,,,,
7417,Felix Arronde,,,702373,pitcher,13,kc,22,118.0,702373,Felix Arronde,26.0,1.08,128.2,97,45,40.0,42,101,9,386.0,517.0,,2.8,0.0,0.0,0.0,5.0,7.0,A+,,,,,,,,,,,,,
7428,Aldrin Batista,,,702881,pitcher,27,cws,22,145.0,702881,Aldrin Batista,7.0,1.43,14.0,13,12,9.0,7,17,0,42.0,66.0,,5.79,0.0,1.0,0.0,2.0,0.0,A+,,,,,,,,,,,,,
7461,Carlos Pacheco,,,800149,batter,20,oak,21,,800149,Carlos Pacheco,,,,32,30,,40,65,1,,,,,,,,,,ALL (3),194.0,3.0,1.0,0.337,0.543,0.206,19.0,19.0,2.0,95.0,40.0,0.165,OF
7484,Ty Southisene,,,807257,batter,28,chc,20,,807257,Ty Southisene,,,,78,69,,63,59,0,,,,,,,,,,ALL (2),318.0,6.0,2.0,0.388,0.665,0.277,36.0,41.0,8.0,129.0,88.0,0.245,SS
7485,Austin Overn,,,702556,batter,22,tb,22,,702556,Austin Overn,,,,100,74,,62,130,13,,,,,,,,,,ALL (2),401.0,13.0,4.0,0.355,0.754,0.399,43.0,64.0,8.0,174.0,160.0,0.249,OF
7507,Jakob Wright,,,809915,pitcher,28,la,22,119.0,809915,Jakob Wright,9.0,1.37,19.2,19,11,7.0,8,24,0,59.0,90.0,,3.2,0.0,0.0,0.0,0.0,1.0,A,,,,,,,,,,,,,
7514,Khadim Diaw,,,813715,batter,21,min,22,,813715,Khadim Diaw,,,,38,25,,20,30,4,,,,,,,,,,ALL (2),128.0,5.0,1.0,0.45,0.895,0.445,24.0,4.0,1.0,69.0,57.0,0.297,C
7523,Sean Keys,,,815873,batter,26,tor,22,,815873,Sean Keys,,,,92,67,,86,117,19,,,,,,,,,,A+,424.0,22.0,1.0,0.365,0.773,0.408,72.0,8.0,1.0,220.0,173.0,0.217,3B
7524,Hunter Cranton,,,675450,pitcher,28,ari,25,109.0,675450,Hunter Cranton,10.0,0.8,10.0,5,1,1.0,3,14,0,30.0,37.0,,0.9,3.0,0.0,0.0,2.0,0.0,ALL (2),,,,,,,,,,,,,
7526,Ivan Luciano,,,813930,batter,29,ari,19,,813930,Ivan Luciano,,,,40,18,,28,36,2,,,,,,,,,,ALL (2),145.0,7.0,1.0,0.389,0.768,0.379,21.0,1.0,0.0,84.0,55.0,0.276,C
7529,Ethan Bagwell,,,815626,pitcher,26,atl,19,144.0,815626,Ethan Bagwell,13.0,1.03,59.0,42,25,20.0,19,45,4,177.0,232.0,,3.05,0.0,0.0,0.0,1.0,6.0,ALL (2),,,,,,,,,,,,,
7531,Dylan Jordan,,,813335,pitcher,16,ana,20,108.0,813335,Dylan Jordan,19.0,1.22,76.1,63,32,20.0,30,85,3,229.0,318.0,,2.36,0.0,0.0,0.0,4.0,1.0,ALL (2),,,,,,,,,,,,,
7532,Ronny Cruz,,,826723,batter,17,was,19,,826723,Ronny Cruz,,,,47,20,,10,35,2,,,,,,,,,,ROK,174.0,10.0,6.0,0.314,0.745,0.431,21.0,10.0,7.0,70.0,75.0,0.27,SS
7533,Herick Hernandez,,,803349,pitcher,18,atl,22,144.0,803349,Herick Hernandez,22.0,1.34,103.1,70,42,41.0,68,127,14,310.0,443.0,,3.57,0.0,0.0,0.0,3.0,6.0,A+,,,,,,,,,,,,,
7537,Elian Pena,,,829033,batter,10,nym,18,,829033,Elian Peña,,,,52,47,,36,36,9,,,,,,,,,,ROK,178.0,13.0,1.0,0.421,0.949,0.528,33.0,21.0,4.0,66.0,94.0,0.292,SS
7547,Ubaldo Soto,,,808161,pitcher,28,ana,19,108.0,808161,Ubaldo Soto,18.0,1.17,73.2,51,34,32.0,35,83,7,221.0,308.0,,3.91,1.0,0.0,0.0,6.0,1.0,ALL (2),,,,,,,,,,,,,
7548,Will Johnston,,,690658,pitcher,17,oak,25,133.0,690658,Will Johnston,43.0,1.4,70.0,59,42,38.0,39,87,7,210.0,301.0,,4.89,5.0,1.0,1.0,2.0,6.0,ALL (2),,,,,,,,,,,,,
7550,Yairo Padilla,,,821107,batter,11,stl,18,,821107,Yairo Padilla,,,,34,21,,18,21,0,,,,,,,,,,ROK,120.0,4.0,3.0,0.396,0.763,0.367,10.0,24.0,4.0,45.0,44.0,0.283,SS
7554,Keeler Morfe,,,808323,pitcher,16,bal,19,110.0,808323,Keeler Morfe,12.0,2.17,21.2,15,21,18.0,32,24,0,65.0,118.0,,7.48,0.0,0.0,0.0,0.0,3.0,ALL (2),,,,,,,,,,,,,
7555,Juan Valera,,,813536,pitcher,12,bos,19,111.0,813536,Juan Valera,10.0,1.39,38.0,43,25,23.0,10,46,6,114.0,167.0,,5.45,0.0,0.0,0.0,1.0,2.0,A+,,,,,,,,,,,,,
7561,Ching-Hsien Ko,,,828667,batter,10,la,19,,828667,Ching-Hsien Ko,,,,91,61,,62,72,4,,,,,,,,,,ALL (2),294.0,18.0,4.0,0.437,0.876,0.439,34.0,6.0,3.0,141.0,129.0,0.31,OF
7563,Keyner Benitez,,,808547,pitcher,15,mia,19,146.0,808547,Keyner Benitez,15.0,1.5,54.0,50,20,19.0,31,51,1,162.0,239.0,,3.17,0.0,0.0,0.0,2.0,1.0,ALL (2),,,,,,,,,,,,,
7567,Adrian Bohorquez,,,807974,pitcher,23,min,20,142.0,807974,Adrian Bohorquez,19.0,1.18,71.1,53,38,34.0,31,85,7,214.0,312.0,,4.29,0.0,1.0,0.0,3.0,4.0,ALL (2),,,,,,,,,,,,,
7570,Alirio Ferrebus,,,808232,batter,27,phi,20,,808232,Alirio Ferrebus,,,,59,37,,17,45,5,,,,,,,,,,ALL (2),250.0,11.0,1.0,0.308,0.656,0.348,43.0,2.0,1.0,126.0,87.0,0.236,C
7575,Francis Pena,,,800212,pitcher,20,sd,24,135.0,800212,Francis Pena,43.0,1.61,52.1,50,33,29.0,34,47,4,157.0,237.0,,4.99,0.0,5.0,4.0,4.0,4.0,AAA,,,,,,,,,,,,,
7576,Trent Harris,,,805345,pitcher,17,sf,26,137.0,805345,Trent Harris,43.0,1.27,57.1,54,28,28.0,19,65,6,172.0,240.0,,4.4,2.0,8.0,2.0,4.0,2.0,ALL (2),,,,,,,,,,,,,
7580,John Spikerman,,,701811,batter,21,phi,22,,701811,John Spikerman,,,,47,29,,38,77,3,,,,,,,,,,ALL (3),210.0,7.0,2.0,0.355,0.674,0.319,20.0,30.0,0.0,109.0,67.0,0.224,OF
7581,Carson DeMartini,,,701831,batter,13,phi,23,,701831,Carson DeMartini,,,,106,71,,59,139,10,,,,,,,,,,ALL (2),447.0,20.0,4.0,0.34,0.707,0.367,52.0,45.0,12.0,219.0,164.0,0.237,SS
7585,Luke Sinnard,,,820827,pitcher,16,atl,23,144.0,820827,Luke Sinnard,16.0,1.18,72.1,58,29,23.0,27,86,3,217.0,304.0,,2.86,0.0,0.0,0.0,2.0,6.0,ALL (2),,,,,,,,,,,,,
7586,Carter Johnson,,,815793,batter,24,mia,19,,815793,Carter Johnson,,,,72,42,,47,134,3,,,,,,,,,,A,406.0,17.0,4.0,0.275,0.536,0.261,43.0,11.0,3.0,231.0,106.0,0.177,SS
7587,P.J. Morlando,,,703563,batter,14,mia,20,,703563,PJ Morlando,,,,44,38,,46,71,5,,,,,,,,,,ALL (2),205.0,7.0,1.0,0.371,0.703,0.332,30.0,8.0,1.0,113.0,68.0,0.215,OF
7590,Fenwick Trimble,,,814458,batter,26,mia,23,,814458,Fenwick Trimble,,,,75,39,,49,67,7,,,,,,,,,,ALL (3),296.0,19.0,2.0,0.372,0.774,0.402,41.0,31.0,4.0,133.0,119.0,0.253,OF
7592,Jonathan Santucci,,,695558,pitcher,14,nym,23,121.0,695558,Jonathan Santucci,25.0,1.16,117.2,95,51,40.0,41,138,9,353.0,481.0,,3.06,0.0,0.0,0.0,9.0,4.0,ALL (2),,,,,,,,,,,,,
7593,Trey Snyder,,,815551,batter,29,nym,20,,815551,Trey Snyder,,,,95,58,,72,96,5,,,,,,,,,,A,431.0,12.0,1.0,0.336,0.624,0.288,48.0,41.0,8.0,198.0,124.0,0.22,SS
7594,Nate Dohm,,,702296,pitcher,19,stl,22,138.0,702296,Nate Dohm,23.0,1.32,75.0,67,35,27.0,32,90,7,225.0,323.0,,3.24,0.0,0.0,0.0,3.0,7.0,ALL (3),,,,,,,,,,,,,
7596,Caleb Lomavita,,,701616,batter,12,was,23,,701616,Caleb Lomavita,,,,109,35,,23,92,6,,,,,,,,,,ALL (2),396.0,17.0,2.0,0.34,0.714,0.374,47.0,7.0,1.0,165.0,148.0,0.275,C
7597,Luke Dickerson,,,815380,batter,6,was,20,,815380,Luke Dickerson,,,,64,39,,45,88,6,,,,,,,,,,ALL (2),307.0,14.0,2.0,0.315,0.641,0.326,41.0,22.0,6.0,160.0,100.0,0.208,SS
7599,Jackson Kent,,,800600,pitcher,19,was,22,120.0,800600,Jackson Kent,24.0,1.22,123.0,112,67,63.0,38,132,14,369.0,509.0,,4.61,0.0,0.0,0.0,7.0,10.0,ALL (2),,,,,,,,,,,,,
7601,Cole Mathis,,,695573,batter,17,chc,22,,695573,Cole Mathis,,,,23,16,,17,29,3,,,,,,,,,,A,107.0,9.0,1.0,0.336,0.738,0.402,14.0,0.0,2.0,56.0,43.0,0.215,3B
7603,Luke Holman,,,695705,pitcher,17,cin,22,113.0,695705,Luke Holman,2.0,0.67,9.0,2,1,1.0,4,10,0,27.0,33.0,,1.0,0.0,0.0,0.0,0.0,0.0,A,,,,,,,,,,,,,
7610,Bryce Meccage,,,815501,pitcher,15,mil,19,158.0,815501,Bryce Meccage,19.0,1.24,70.1,61,36,34.0,26,69,4,211.0,292.0,,4.35,0.0,0.0,0.0,1.0,4.0,A,,,,,,,,,,,,,
7611,Blake Burke,,,695501,batter,29,mil,22,,695501,Blake Burke,,,,143,64,,65,135,16,,,,,,,,,,ALL (2),490.0,27.0,2.0,0.379,0.832,0.453,82.0,15.0,5.0,201.0,222.0,0.292,1B
7613,Wyatt Sanford,,,815608,batter,11,pit,20,,815608,Wyatt Sanford,,,,53,46,,34,54,5,,,,,,,,,,ALL (2),218.0,8.0,3.0,0.384,0.76,0.376,25.0,34.0,8.0,98.0,82.0,0.243,SS
7614,Levi Sterling,,,815552,pitcher,13,pit,19,134.0,815552,Levi Sterling,12.0,1.76,34.0,37,23,23.0,23,34,2,102.0,162.0,,6.09,0.0,0.0,0.0,3.0,2.0,ALL (2),,,,,,,,,,,,,
7615,Josh Hartle,,,691776,pitcher,25,cle,22,114.0,691776,Josh Hartle,24.0,1.09,113.1,85,37,32.0,39,107,2,340.0,459.0,,2.54,0.0,0.0,0.0,10.0,3.0,ALL (2),,,,,,,,,,,,,
7616,Omar Alfonzo,,,692657,batter,20,pit,22,,692657,Omar Alfonzo,,,,98,56,,63,137,14,,,,,,,,,,ALL (2),404.0,18.0,1.0,0.354,0.75,0.396,56.0,2.0,0.0,171.0,160.0,0.243,C
7622,Rainiel Rodriguez,Btwn2Jackies,Purchased Contract,823787,batter,3,stl,19,,823787,Rainiel Rodriguez,,,,83,59,,54,65,20,,,,,,,,,,ALL (3),301.0,22.0,1.0,0.399,0.954,0.555,63.0,4.0,5.0,138.0,167.0,0.276,C
7627,Daniel Eagen,,,811666,pitcher,13,ari,23,109.0,811666,Daniel Eagen,23.0,1.12,117.1,79,49,39.0,52,153,12,352.0,472.0,,2.99,0.0,0.0,0.0,7.0,8.0,ALL (2),,,,,,,,,,,,,
7629,Yordin Chalas,,,808054,pitcher,21,ari,21,109.0,808054,Yordin Chalas,26.0,1.64,71.1,79,53,48.0,38,68,4,214.0,330.0,,6.06,0.0,2.0,0.0,2.0,4.0,ALL (2),,,,,,,,,,,,,
7633,Cole Messina,,,701783,batter,25,col,22,,701783,Cole Messina,,,,99,49,,51,73,7,,,,,,,,,,ALL (2),384.0,23.0,1.0,0.354,0.732,0.378,42.0,14.0,6.0,165.0,145.0,0.258,C
7636,Kellon Lindsey,,,813916,batter,11,la,20,,813916,Kellon Lindsey,,,,37,32,,23,51,3,,,,,,,,,,ALL (2),135.0,8.0,0.0,0.379,0.779,0.4,22.0,11.0,2.0,61.0,54.0,0.274,SS
7637,Chase Harlan,,,815792,batter,18,la,19,,815792,Chase Harlan,,,,70,43,,36,67,9,,,,,,,,,,ALL (2),260.0,16.0,1.0,0.357,0.799,0.442,58.0,3.0,2.0,153.0,115.0,0.269,3B
7638,Kash Mayfield,,,824026,pitcher,4,sd,20,135.0,824026,Kash Mayfield,19.0,1.22,60.2,46,26,20.0,28,88,2,182.0,258.0,,2.97,0.0,0.0,0.0,1.0,5.0,A,,,,,,,,,,,,,
7639,Boston Bateman,,,815348,pitcher,8,bal,20,110.0,815348,Boston Bateman,20.0,1.45,87.0,88,43,40.0,38,94,2,261.0,380.0,,4.14,0.0,0.0,0.0,5.0,5.0,ALL (3),,,,,,,,,,,,,
7640,Humberto Cruz,,,814232,pitcher,3,sd,19,135.0,814232,Humberto Cruz,14.0,1.53,38.0,41,32,32.0,17,35,8,114.0,171.0,,7.58,0.0,0.0,0.0,0.0,7.0,ALL (2),,,,,,,,,,,,,
7641,Kavares Tears,,,701837,batter,18,sd,23,,701837,Kavares Tears,,,,93,49,,58,138,13,,,,,,,,,,A,410.0,22.0,2.0,0.32,0.705,0.385,65.0,6.0,5.0,217.0,158.0,0.227,OF
7643,Kale Fountain,,,806495,batter,8,sd,20,,806495,Kale Fountain,,,,52,40,,35,65,3,,,,,,,,,,ALL (2),230.0,8.0,1.0,0.346,0.655,0.309,34.0,21.0,1.0,127.0,71.0,0.226,3B
7645,Cobb Hightower,,,826932,batter,23,bal,20,,826932,Cobb Hightower,,,,59,39,,38,52,2,,,,,,,,,,ALL (2),243.0,10.0,1.0,0.354,0.671,0.317,28.0,14.0,2.0,104.0,77.0,0.243,SS
7647,Dakota Jordan,,,702607,batter,6,sf,22,,702607,Dakota Jordan,,,,115,71,,37,95,14,,,,,,,,,,A,370.0,15.0,6.0,0.377,0.874,0.497,82.0,27.0,4.0,186.0,184.0,0.311,OF
7650,Jacob Bresnahan,,,815298,pitcher,11,sf,20,137.0,815298,Jacob Bresnahan,22.0,1.18,93.0,67,32,27.0,43,124,2,279.0,381.0,,2.61,0.0,0.0,0.0,9.0,3.0,A,,,,,,,,,,,,,
7651,Vance Honeycutt,,,701689,batter,15,bal,22,,701689,Vance Honeycutt,,,,64,48,,56,178,5,,,,,,,,,,A+,374.0,12.0,6.0,0.284,0.559,0.275,24.0,32.0,7.0,171.0,103.0,0.171,OF
7652,Michael Forret,,,702650,pitcher,7,tb,21,139.0,702650,Michael Forret,19.0,0.82,74.0,40,17,13.0,21,91,3,222.0,282.0,,1.58,0.0,0.0,0.0,2.0,2.0,ALL (2),,,,,,,,,,,,,
7654,Griff O'Ferrall,,,803172,batter,28,bal,22,,803172,Griff O'Ferrall,,,,102,61,,59,77,4,,,,,,,,,,ALL (2),447.0,16.0,3.0,0.322,0.626,0.304,38.0,44.0,8.0,151.0,136.0,0.228,SS
7656,Ethan Anderson,,,803175,batter,27,bal,22,,803175,Ethan Anderson,,,,77,35,,43,64,4,,,,,,,,,,ALL (2),310.0,14.0,1.0,0.338,0.677,0.339,45.0,15.0,3.0,136.0,105.0,0.248,C
7659,Conrad Cason,,,815359,batter,23,bos,19,,815359,Conrad Cason,,,,1,0,,0,2,0,,,,,,,,,,,4.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,0.0,5.0,1.0,0.25,ROK
7663,Bryce Cunningham,,,701480,pitcher,5,nyy,23,147.0,701480,Bryce Cunningham,12.0,1.12,54.1,42,20,17.0,19,55,4,163.0,220.0,,2.82,0.0,0.0,0.0,5.0,3.0,A+,,,,,,,,,,,,,
