rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,gamesStarted,completeGames,shutouts,yahoo_owner,yahoo_team,yahoo_id,yahoo_position
1,oak,32,133,547184,Michael Kelly,6,0.95,7.1,3,0,0,4,5,0,22,27,112,0.0,0,2,0,1,0,0,0,0,,,,
2,tex,25,140,668390,Cole Winn,10,1.08,13.0,8,0,0,6,9,0,39,52,200,0.0,0,2,0,0,0,0,0,0,,,,
3,atl,27,144,689266,Dylan Dodd,8,0.55,7.1,2,0,0,2,6,0,22,25,104,0.0,0,0,0,0,0,0,0,0,,,,
4,lad,29,119,656629,Michael Kopech,6,1.4,5.0,3,0,0,4,6,0,15,22,83,0.0,0,4,0,0,0,0,0,0,RV,RV,10412,RP
5,kc,30,118,640451,Hunter Harvey,6,0.19,5.1,1,0,0,0,7,0,16,17,79,0.0,0,3,0,0,0,0,0,0,,,,
6,lad,29,119,656629,Michael Kopech,6,1.4,5.0,3,0,0,4,6,0,15,22,83,0.0,0,4,0,0,0,0,0,0,RV,RV,10412,RP
7,lad,30,119,623465,Evan Phillips,7,1.06,5.2,4,0,0,2,6,0,17,22,92,0.0,1,2,0,0,0,0,0,0,,,,
8,kc,30,118,640451,Hunter Harvey,6,0.19,5.1,1,0,0,0,7,0,16,17,79,0.0,0,3,0,0,0,0,0,0,,,,
9,chc,30,112,623167,Chris Flexen,14,0.88,24.0,14,3,2,7,13,1,72,89,346,0.75,1,0,0,4,0,0,0,0,,,,
10,sf,25,137,678495,Randy Rodríguez,33,0.74,34.0,19,5,3,6,49,1,102,126,508,0.79,1,10,1,3,1,0,0,0,DRO,DRO,12305,RP
11,pit,30,134,664875,Justin Lawrence,11,0.97,11.1,5,1,1,6,15,0,34,44,172,0.79,0,3,1,1,0,0,0,0,,,,
12,min,35,142,543056,Danny Coulombe,26,0.87,20.2,14,2,2,4,24,0,62,79,307,0.87,2,2,0,1,0,1,0,0,LFB,LFB,9844,RP
13,sf,27,137,669062,Erik Miller,32,1.48,26.1,20,3,3,19,18,0,79,113,429,1.03,0,9,2,4,0,0,0,0,,,,
14,mil,27,158,676879,Aaron Ashby,8,0.96,15.2,13,2,2,2,18,1,47,59,223,1.15,1,0,0,0,0,0,0,0,,,,
15,sea,26,136,662253,Andrés Muñoz,30,0.81,29.2,14,6,4,10,40,1,89,114,475,1.21,18,0,4,3,0,0,0,0,LFB,LFB,11526,RP
16,sf,34,137,643511,Tyler Rogers,38,0.69,36.1,21,5,5,4,31,2,109,130,439,1.24,0,17,1,3,2,0,0,0,WIZ,WIZ,11644,RP
17,hou,29,117,681869,Shawn Dubin,18,1.13,20.1,16,3,3,7,18,2,61,81,303,1.33,0,6,1,2,0,0,0,0,,,,
18,det,35,116,592454,Tommy Kahnle,32,0.75,33.1,16,6,5,9,29,3,100,124,471,1.35,8,10,3,0,0,0,0,0,HAM,HAM,9653,RP
19,bos,37,111,547973,Aroldis Chapman,36,0.82,33.0,17,6,5,10,48,2,99,126,484,1.36,14,2,1,3,2,0,0,0,LAW,LAW,8616,RP
20,fa,27,451,668970,Gavin Hollowell,5,1.26,6.1,6,1,1,2,5,1,19,26,108,1.42,0,0,0,0,0,0,0,0,,,,
21,nyy,32,121,673540,Kodai Senga,13,1.11,73.2,51,15,12,31,70,4,221,293,1175,1.47,0,0,0,7,3,13,0,0,B2J,B2J,12776,SP
22,laa,36,108,519326,Hunter Strickland,16,1.08,17.2,11,4,3,8,10,1,53,70,262,1.53,1,2,1,1,2,0,0,0,,,,
23,tex,35,140,543135,Nathan Eovaldi,12,0.81,69.1,46,14,12,10,73,4,208,266,1065,1.56,0,0,0,4,3,12,1,1,HAM,HAM,9007,SP
24,pit,29,134,642701,Dennis Santana,34,0.78,33.1,21,7,6,5,26,1,100,124,464,1.62,5,9,1,2,1,0,0,0,LFB,LFB,10901,RP
25,pit,29,134,642701,Dennis Santana,34,0.78,33.1,21,7,6,5,26,1,100,124,464,1.62,5,9,1,2,1,0,0,0,LFB,LFB,10901,RP
26,nyy,31,121,621345,A.J. Minter,13,1.0,11.0,6,2,2,5,14,0,33,44,185,1.64,0,7,0,0,0,0,0,0,TBB,TBB,10794,RP
27,nyy,31,147,596133,Luke Weaver,26,0.8,27.1,14,5,5,8,27,3,82,103,399,1.65,8,6,1,1,2,0,0,0,WIZ,WIZ,10217,RP
28,chc,37,112,518489,Ryan Brasier,11,1.06,10.1,8,2,2,3,9,0,31,40,168,1.74,0,1,0,0,0,0,0,0,,,,
29,stl,32,138,664208,Phil Maton,32,1.08,30.2,22,8,6,11,41,0,92,125,501,1.76,2,16,1,1,2,0,0,0,HAM,HAM,10729,RP
30,stl,32,138,664208,Phil Maton,32,1.08,30.2,22,8,6,11,41,0,92,125,501,1.76,2,16,1,1,2,0,0,0,HAM,HAM,10729,RP
31,sd,33,135,592094,Jason Adam,40,1.23,40.2,32,12,8,18,47,2,122,172,674,1.77,0,17,1,6,3,0,0,0,CFL,CFL,11009,RP
32,sd,33,135,592094,Jason Adam,40,1.23,40.2,32,12,8,18,47,2,122,172,674,1.77,0,17,1,6,3,0,0,0,CFL,CFL,11009,RP
33,atl,30,144,669276,Dylan Lee,36,0.81,35.2,21,9,7,8,37,5,107,132,526,1.77,2,9,3,1,2,0,0,0,JEP,JEP,12275,RP
34,min,27,142,661395,Jhoan Duran,37,1.13,35.1,26,9,7,14,40,0,106,149,573,1.78,10,1,2,4,3,0,0,0,LFB,LFB,11495,RP
35,hou,28,117,650556,Bryan Abreu,36,1.22,35.1,24,7,7,19,49,2,106,149,594,1.78,0,19,3,2,3,0,0,0,B2J,B2J,11208,RP
36,hou,31,117,623352,Josh Hader,33,0.74,35.1,19,8,7,7,55,5,106,135,551,1.78,20,0,0,5,1,0,0,0,LAW,LAW,10131,RP
37,cin,26,113,671096,Andrew Abbott,13,0.96,75.1,52,20,15,20,72,8,226,296,1191,1.79,0,0,0,7,1,13,1,1,RV,RV,12395,SP
38,cws,30,145,621051,Steven Wilson,26,1.2,25.0,16,5,5,14,24,2,75,106,432,1.8,1,9,2,2,1,0,0,0,,,,
39,pit,23,134,694973,Paul Skenes,16,0.88,102.0,63,24,21,27,106,5,306,390,1579,1.85,0,0,0,4,6,16,1,0,TBB,TBB,62972,SP
40,cin,25,113,680689,Lyon Richardson,20,1.07,24.1,18,8,5,8,20,1,73,101,399,1.85,0,2,0,0,1,0,0,0,,,,
41,tor,28,141,680704,Nick Sandlin,12,1.45,9.2,8,5,2,6,12,0,29,46,199,1.86,1,2,1,0,2,0,0,0,,,,
42,kc,26,118,674444,Steven Cruz,29,0.9,29.0,18,7,6,8,28,2,87,113,393,1.86,0,6,0,2,0,0,0,0,,,,
43,hou,26,117,686613,Hunter Brown,15,0.92,91.0,56,20,19,28,109,8,273,345,1426,1.88,0,0,0,8,3,15,1,0,DRO,DRO,12141,SP
44,tb,27,139,679358,Eric Orze,26,1.18,33.0,27,8,7,12,30,2,99,134,523,1.91,2,1,0,1,0,0,0,0,,,,
45,mil,25,158,682842,Abner Uribe,37,1.13,37.1,27,10,8,15,48,3,112,151,580,1.93,1,20,1,2,1,0,0,0,DRO,DRO,12746,RP
46,chc,25,112,694037,Daniel Palencia,26,1.0,28.0,18,7,6,10,30,2,84,109,430,1.93,7,6,1,0,2,0,0,0,WIZ,WIZ,60121,RP
47,ari,34,109,571946,Shelby Miller,33,1.03,32.0,22,9,7,11,35,3,96,129,495,1.97,9,8,4,3,2,0,0,0,,,,
48,chc,29,112,641745,Brad Keller,33,1.0,36.0,26,10,8,10,36,0,108,143,581,2.0,0,11,2,3,0,1,0,0,,,,
49,chc,29,112,641745,Brad Keller,33,1.0,36.0,26,10,8,10,36,0,108,143,581,2.0,0,11,2,3,0,1,0,0,,,,
50,pit,29,134,676755,Isaac Mattson,10,0.6,13.1,5,3,3,3,13,2,40,47,182,2.03,0,1,1,1,0,0,0,0,,,,
51,nyy,31,147,608331,Max Fried,16,0.96,101.0,77,28,23,20,97,7,303,400,1534,2.05,0,0,0,9,2,16,0,0,JEP,JEP,9620,SP
52,sf,27,137,666808,Camilo Doval,36,1.09,35.0,23,11,8,15,33,1,105,139,529,2.06,12,7,3,3,1,0,0,0,LAW,LAW,11536,RP
53,bos,26,111,676979,Garrett Crochet,17,1.02,109.1,80,28,25,31,135,9,328,431,1699,2.06,0,0,0,7,4,17,0,0,WAR,WAR,12046,SP
54,tex,34,140,571948,Hoby Milner,36,0.97,39.1,28,12,9,10,36,0,118,154,613,2.06,0,10,2,1,1,0,0,0,,,,
55,col,29,115,656234,Jake Bird,33,1.19,43.2,36,11,10,16,56,2,131,178,701,2.06,0,10,3,2,1,0,0,0,,,,
56,tb,28,139,655889,Manuel Rodríguez,31,1.05,30.1,26,9,7,6,25,2,91,121,431,2.08,0,11,0,1,2,0,0,0,,,,
57,min,27,142,686973,Louis Varland,37,0.95,34.2,26,9,8,7,38,3,104,137,503,2.08,0,12,1,2,3,0,0,0,WIZ,WIZ,12695,"SP,RP"
58,phi,29,143,624133,Ranger Suárez,10,1.03,65.0,51,16,15,16,59,4,195,256,948,2.08,0,0,0,6,2,10,0,0,CFL,CFL,11117,SP
59,nyy,31,121,621242,Edwin Díaz,30,0.96,30.1,17,8,7,12,45,2,91,120,497,2.08,15,0,1,3,0,0,0,0,DRO,DRO,10214,RP
60,sd,26,135,670970,Adrian Morejon,37,0.84,34.1,23,13,8,6,32,1,103,136,480,2.1,1,9,2,4,3,0,0,0,B2J,B2J,10574,RP
61,tor,28,141,663893,Brendon Little,36,1.25,34.1,23,13,8,20,52,1,103,144,635,2.1,0,14,2,3,1,0,0,0,WAR,WAR,10861,RP
62,chc,38,112,573204,Caleb Thielbar,34,0.98,29.2,18,7,7,11,28,1,89,115,454,2.12,1,7,2,2,2,0,0,0,,,,
63,kc,32,118,608032,Carlos Estévez,33,1.1,33.2,23,10,8,14,28,2,101,139,518,2.14,22,0,3,2,2,0,0,0,LFB,LFB,10274,RP
64,kc,32,118,608032,Carlos Estévez,33,1.1,33.2,23,10,8,14,28,2,101,139,518,2.14,22,0,3,2,2,0,0,0,LFB,LFB,10274,RP
65,tb,31,139,664126,Pete Fairbanks,30,1.16,29.1,20,9,7,14,26,0,88,124,511,2.15,13,0,2,3,1,0,0,0,JEP,JEP,11597,RP
66,kc,27,118,663460,Kris Bubic,15,1.13,91.0,76,26,22,27,96,4,273,369,1392,2.18,0,0,0,6,5,15,0,0,WAR,WAR,11319,"SP,RP"
67,mil,33,158,642239,Rob Zastryzny,14,0.97,12.1,10,3,3,2,14,3,37,49,195,2.19,0,1,0,2,1,1,0,0,,,,
68,cws,32,145,656186,Dan Altavilla,11,1.14,12.1,9,4,3,5,8,3,37,49,177,2.19,1,0,0,0,1,0,0,0,,,,
69,kc,30,118,668674,Lucas Erceg,29,1.01,28.2,23,8,7,6,22,2,86,111,447,2.2,1,14,2,2,2,0,0,0,,,,
70,bos,24,111,692285,Luis Guerrero,11,0.98,16.1,5,4,4,11,9,0,49,62,244,2.2,0,0,0,0,0,0,0,0,,,,
71,kc,30,118,668674,Lucas Erceg,29,1.01,28.2,23,8,7,6,22,2,86,111,447,2.2,1,14,2,2,2,0,0,0,,,,
72,atl,28,144,678226,Daysbel Hernández,25,1.4,24.1,14,6,6,20,21,0,73,103,454,2.22,0,7,1,3,1,0,0,0,,,,
73,tex,37,140,594798,Jacob deGrom,15,0.92,88.1,63,22,22,18,87,9,265,339,1273,2.24,0,0,0,7,2,15,0,0,WIZ,WIZ,9701,SP
74,mil,28,158,683232,Nick Mears,34,0.69,32.0,18,9,8,4,27,2,96,115,470,2.25,0,9,4,1,1,0,0,0,,,,
75,mil,28,158,683232,Nick Mears,34,0.69,32.0,18,9,8,4,27,2,96,115,470,2.25,0,9,4,1,1,0,0,0,,,,
76,cws,32,145,605288,Adrian Houser,6,1.26,35.2,32,9,9,13,26,2,107,146,558,2.27,0,0,0,2,2,6,0,0,TBB,TBB,10098,"SP,RP"
77,det,28,116,669373,Tarik Skubal,16,0.87,102.0,76,26,26,13,125,8,306,390,1467,2.29,0,0,0,9,2,16,1,1,LFB,LFB,11763,SP
78,nyy,32,121,657585,Reed Garrett,33,1.39,31.0,25,11,8,18,39,1,93,135,549,2.32,2,14,4,2,3,0,0,0,WAR,WAR,11255,RP
79,tex,30,140,641816,Tyler Mahle,14,1.13,77.0,60,20,20,27,56,4,231,308,1235,2.34,0,0,0,6,3,14,0,0,LAW,LAW,10455,SP
80,phi,24,143,689147,Orion Kerkering,35,1.37,30.2,25,13,8,17,29,2,92,135,513,2.35,2,11,4,5,2,0,0,0,DRO,DRO,60329,RP
81,cle,26,114,671922,Cade Smith,36,1.17,34.1,27,11,9,13,53,0,103,145,588,2.36,3,15,1,2,2,0,0,0,SAD,SAD,60016,RP
82,bos,37,111,458677,Justin Wilson,33,1.41,26.1,25,11,7,12,33,1,79,113,450,2.39,0,11,4,2,1,0,0,0,,,,
83,tb,27,139,685801,Hunter Bigge,13,1.07,15.0,11,4,4,5,12,4,45,60,227,2.4,0,1,1,0,0,0,0,0,,,,
84,tb,27,139,685801,Hunter Bigge,13,1.07,15.0,11,4,4,5,12,4,45,60,227,2.4,0,1,1,0,0,0,0,0,,,,
85,mia,30,146,669622,Anthony Bender,33,1.13,32.2,22,10,9,15,25,3,98,135,505,2.48,1,12,3,1,5,0,0,0,,,,
86,sf,28,137,657277,Logan Webb,16,1.12,101.1,93,32,28,20,114,6,304,408,1546,2.49,0,0,0,7,5,16,0,0,SAD,SAD,11235,SP
87,det,30,116,676684,Will Vest,33,1.0,36.0,26,11,10,10,40,2,108,144,620,2.5,12,1,3,5,1,0,0,0,WAR,WAR,12110,RP
88,cle,27,114,663465,Kolby Allard,13,1.36,28.2,34,10,8,5,12,1,86,122,440,2.51,0,2,0,2,0,1,0,0,,,,
89,atl,36,144,519242,Chris Sale,15,1.16,89.1,78,27,25,26,114,7,268,370,1486,2.52,0,0,0,5,4,15,0,0,HAM,HAM,8780,SP
90,kc,28,118,663738,Daniel Lynch IV,34,1.42,35.1,32,11,10,18,24,3,106,152,574,2.55,1,4,0,3,2,2,0,0,,,,
91,stl,30,138,676617,Riley O'Brien,11,1.07,14.0,11,4,4,4,9,2,42,52,209,2.57,0,1,0,0,0,0,0,0,,,,
92,sd,30,135,650633,Michael King,10,1.02,55.2,40,19,16,17,64,6,167,225,923,2.59,0,0,0,4,2,10,1,1,LAW,LAW,11661,SP
93,tex,39,140,455119,Chris Martin,28,0.99,24.1,21,11,7,3,28,4,73,97,342,2.59,2,11,1,0,4,0,0,0,CFL,CFL,9684,RP
94,mia,29,146,676083,Janson Junk,6,1.01,27.2,26,8,8,2,25,0,83,109,380,2.6,1,0,0,2,0,1,0,0,,,,
95,hou,33,117,595345,Steven Okert,30,0.66,34.2,17,11,10,6,44,4,104,128,486,2.6,1,3,2,1,2,0,0,0,WAR,WAR,10109,RP
96,mia,29,146,676083,Janson Junk,6,1.01,27.2,26,8,8,2,25,0,83,109,380,2.6,1,0,0,2,0,1,0,0,,,,
97,tb,29,139,656876,Drew Rasmussen,15,0.97,79.1,59,23,23,18,67,8,238,305,1188,2.61,0,0,0,6,5,15,0,0,SAD,SAD,11789,"SP,RP"
98,phi,35,143,554430,Zack Wheeler,15,0.91,93.0,63,28,27,22,118,10,279,359,1488,2.61,0,0,0,7,2,15,0,0,B2J,B2J,9124,SP
99,stl,28,138,668941,JoJo Romero,30,1.44,23.2,19,9,7,15,16,1,71,102,393,2.66,0,11,0,3,3,0,0,0,,,,
100,ari,30,109,669203,Corbin Burnes,11,1.17,64.1,49,23,19,26,63,7,193,265,1009,2.66,0,0,0,3,2,11,0,0,TBB,TBB,10910,SP
101,nyy,27,121,676130,José Buttó,29,1.28,40.2,33,14,12,19,36,2,122,167,658,2.66,1,2,1,2,1,0,0,0,,,,
102,nyy,35,147,657612,Tim Hill,36,1.1,33.2,26,12,10,11,18,4,101,135,464,2.67,0,5,0,3,2,0,0,0,,,,
103,nyy,35,147,657612,Tim Hill,36,1.1,33.2,26,12,10,11,18,4,101,135,464,2.67,0,5,0,3,2,0,0,0,,,,
104,tb,31,139,664076,Garrett Cleavinger,31,0.9,30.0,21,10,9,6,38,6,90,119,434,2.7,1,10,1,0,3,0,0,0,JEP,JEP,11704,RP
105,phi,30,143,621237,José Alvarado,20,1.2,20.0,20,7,6,4,25,1,60,84,338,2.7,7,5,0,4,1,0,0,0,,,,
106,mil,31,158,656730,Trevor Megill,30,1.31,26.2,21,9,8,14,32,1,80,114,446,2.7,17,0,2,1,2,0,0,0,SAD,SAD,11717,RP
107,cin,25,113,668881,Hunter Greene,11,0.97,59.2,44,18,18,14,73,9,179,237,978,2.72,0,0,0,4,3,11,0,0,LFB,LFB,10862,SP
108,det,26,116,676428,Brant Hurter,24,1.25,39.1,34,19,12,15,39,3,118,168,621,2.75,2,2,0,2,3,4,0,0,,,,
109,lad,26,119,808967,Yoshinobu Yamamoto,15,1.09,84.2,62,29,26,30,95,9,254,340,1416,2.76,0,0,0,6,6,15,0,0,CFL,CFL,63423,SP
110,tor,28,141,684320,Yariel Rodríguez,32,0.87,39.0,22,12,12,12,37,6,117,145,584,2.77,1,9,1,1,0,1,0,0,JEP,JEP,63645,"SP,RP"
111,sea,30,136,642100,Gabe Speier,34,1.03,29.0,23,9,9,7,40,3,87,117,436,2.79,0,8,2,2,0,0,0,0,RV,RV,11653,RP
112,min,29,142,641154,Pablo López,11,1.07,60.2,51,22,19,14,61,5,182,247,1007,2.82,0,0,0,5,3,11,0,0,WIZ,WIZ,11057,SP
113,fa,31,451,684007,Shota Imanaga,8,1.1,44.2,35,15,14,14,34,7,134,181,692,2.82,0,0,0,3,2,8,0,0,HAM,HAM,63640,SP
114,sf,33,137,592662,Robbie Ray,16,1.16,92.1,71,32,29,36,104,9,277,377,1504,2.83,0,0,0,8,2,16,0,0,LAW,LAW,9691,SP
115,bal,30,110,669211,Keegan Akin,36,1.37,35.0,30,12,11,18,36,4,105,148,604,2.83,0,12,2,2,0,3,0,0,JEP,JEP,10431,"SP,RP"
116,nyy,29,147,657376,Clarke Schmidt,12,1.06,69.2,48,22,22,26,65,6,209,277,1086,2.84,0,0,0,4,3,12,0,0,LFB,LFB,10926,SP
117,chc,34,112,571510,Matthew Boyd,15,1.14,85.2,77,32,27,21,79,10,257,346,1350,2.84,0,0,0,6,3,15,0,0,B2J,B2J,10011,SP
118,min,33,142,592779,Brock Stewart,25,1.05,22.0,15,7,7,8,30,2,66,90,369,2.86,0,8,1,1,1,0,0,0,TBB,TBB,10325,RP
119,phi,28,143,650911,Cristopher Sánchez,15,1.19,87.2,76,29,28,28,92,7,263,363,1346,2.87,0,0,0,6,2,15,0,0,WIZ,WIZ,11706,SP
120,bal,30,110,641329,Bryan Baker,37,0.99,34.1,26,13,11,8,42,6,103,131,529,2.88,2,9,3,3,2,0,0,0,CFL,CFL,11998,RP
121,det,28,116,663554,Casey Mize,13,1.24,72.0,71,25,23,18,64,10,216,301,1111,2.88,0,0,0,7,2,13,0,0,LAW,LAW,11083,SP
122,hou,31,117,664285,Framber Valdez,16,1.13,103.0,79,33,33,37,102,6,309,414,1486,2.88,0,0,0,8,4,16,2,0,HAM,HAM,11138,SP
123,pit,33,134,641835,Tim Mayza,7,1.07,9.1,9,3,3,1,8,1,28,40,162,2.89,0,0,0,0,0,0,0,0,,,,
124,pit,33,134,641835,Tim Mayza,7,1.07,9.1,9,3,3,1,8,1,28,40,162,2.89,0,0,0,0,0,0,0,0,,,,
125,mil,29,158,642547,Freddy Peralta,17,1.13,93.0,71,31,30,34,98,12,279,385,1607,2.9,0,0,0,8,4,17,0,0,RV,RV,11014,SP
126,col,25,115,680767,Victor Vodnik,22,1.2,21.2,15,8,7,11,19,3,65,86,380,2.91,1,2,2,2,2,0,0,0,,,,
127,ari,31,109,656222,Jalen Beeks,37,1.0,37.0,26,14,12,11,33,3,111,148,581,2.92,1,11,1,2,0,0,0,0,,,,
128,nyy,32,147,607074,Carlos Rodón,17,0.97,101.2,65,36,33,34,119,13,305,401,1631,2.92,0,0,0,9,5,17,0,0,WIZ,WIZ,9823,SP
129,cin,28,113,663574,Tony Santillan,39,1.11,37.0,29,12,12,12,30,4,111,152,615,2.92,2,17,2,1,1,0,0,0,,,,
130,ari,31,109,656222,Jalen Beeks,37,1.0,37.0,26,14,12,11,33,3,111,148,581,2.92,1,11,1,2,0,0,0,0,,,,
131,pit,30,134,670280,David Bednar,31,1.12,27.2,23,11,9,8,39,2,83,112,448,2.93,11,3,0,2,5,0,0,0,LAW,LAW,11645,RP
132,kc,35,118,607625,Seth Lugo,14,1.05,83.0,64,29,27,23,68,12,249,326,1289,2.93,0,0,0,4,5,14,0,0,WAR,WAR,10326,SP
133,wsh,33,120,640448,Kyle Finnegan,28,1.23,27.2,26,11,9,8,22,2,83,114,435,2.93,18,0,5,0,2,0,0,0,,,,
134,stl,28,138,681517,Kyle Leahy,33,1.17,42.2,35,14,14,15,34,4,128,175,641,2.95,0,12,1,2,1,0,0,0,,,,
135,mia,25,146,678692,Ronny Henriquez,34,1.31,36.2,32,15,12,16,50,6,110,160,617,2.95,2,11,2,3,1,0,0,0,,,,
136,fa,25,512,681857,Reese Olson,9,1.17,48.2,38,16,16,19,51,2,146,201,801,2.96,0,0,0,4,3,9,0,0,DRO,DRO,12429,SP
137,sea,29,136,660825,Eduard Bazardo,34,1.07,39.1,27,13,13,15,33,4,118,156,628,2.97,0,1,1,2,0,0,0,0,,,,
138,pit,28,134,657571,Caleb Ferguson,35,1.05,33.1,23,11,11,12,26,0,100,134,515,2.97,0,8,3,2,0,0,0,0,,,,
139,pit,28,134,657571,Caleb Ferguson,35,1.05,33.1,23,11,11,12,26,0,100,134,515,2.97,0,8,3,2,0,0,0,0,,,,
140,tex,29,140,676395,Robert Garcia,35,1.19,30.1,25,10,10,11,29,2,91,123,455,2.97,6,10,3,1,3,0,0,0,SAD,SAD,60615,RP
141,nyy,29,121,656849,David Peterson,15,1.24,90.2,81,33,30,31,78,6,272,378,1402,2.98,0,0,0,5,3,15,1,1,SAD,SAD,10921,SP
142,mil,36,158,500779,Jose Quintana,10,1.4,54.1,51,22,18,25,36,6,163,232,912,2.98,0,0,0,5,2,10,0,0,,,,
143,nyy,35,121,623211,Huascar Brazobán,33,1.07,42.0,26,17,14,19,39,4,126,167,640,3.0,1,10,4,3,2,2,0,0,,,,
144,bos,30,111,669711,Greg Weissert,39,1.17,36.0,31,15,12,11,33,4,108,147,561,3.0,3,14,4,2,2,0,0,0,,,,
145,fa,28,541,680742,Jonathan Bowlan,12,1.13,15.0,10,7,5,7,12,2,45,60,240,3.0,0,0,0,1,1,0,0,0,,,,
146,nyy,35,121,623211,Huascar Brazobán,33,1.07,42.0,26,17,14,19,39,4,126,167,640,3.0,1,10,4,3,2,2,0,0,,,,
147,laa,34,108,579328,Yusei Kikuchi,16,1.43,89.2,85,35,30,43,87,11,269,385,1523,3.01,0,0,0,2,6,16,0,0,HAM,HAM,11263,SP
148,laa,34,108,579328,Yusei Kikuchi,16,1.43,89.2,85,35,30,43,87,11,269,385,1523,3.01,0,0,0,2,6,16,0,0,HAM,HAM,11263,SP
149,tb,27,139,686752,Ryan Pepiot,16,1.1,94.2,76,33,32,28,91,14,284,376,1481,3.04,0,0,0,5,6,16,0,0,JEP,JEP,12036,SP
150,nyy,32,121,605280,Clay Holmes,15,1.23,83.0,71,30,28,31,73,9,249,346,1342,3.04,0,0,0,7,4,15,0,0,DRO,DRO,10569,"SP,RP"
151,min,29,142,657746,Joe Ryan,15,0.91,85.1,58,30,29,20,96,10,256,335,1365,3.06,0,0,0,7,3,14,0,0,LFB,LFB,11847,SP
152,hou,28,117,687911,Bryan King,34,1.02,32.1,26,11,11,7,36,3,97,132,519,3.06,0,15,1,3,1,0,0,0,HAM,HAM,64014,RP
153,lad,29,119,681911,Alex Vesia,38,1.05,32.1,24,11,11,10,45,7,97,129,557,3.06,3,14,0,2,0,0,0,0,LFB,LFB,11920,RP
154,mil,26,158,669084,DL Hall,7,1.16,14.2,8,5,5,9,10,1,44,60,228,3.07,0,0,0,1,0,2,0,0,TBB,TBB,10848,"SP,RP"
155,bos,33,111,657514,Brennan Bernardino,34,1.28,29.0,24,15,10,13,26,1,87,129,486,3.1,0,2,0,3,2,0,0,0,,,,
156,cin,35,113,608718,Brent Suter,25,1.09,37.2,32,14,13,9,26,4,113,153,596,3.11,0,0,0,1,0,3,0,0,,,,
157,sea,28,136,669302,Logan Gilbert,8,0.89,40.1,29,14,14,7,60,7,121,158,673,3.12,0,0,0,2,2,8,0,0,HAM,HAM,11381,SP
158,sea,25,136,693433,Bryan Woo,15,0.95,95.1,76,33,33,15,87,13,286,376,1338,3.12,0,0,0,7,4,15,0,0,SAD,SAD,60584,SP
159,fa,34,1390,554340,Yimi García,21,1.05,20.0,11,8,7,10,24,1,60,83,325,3.15,3,6,3,0,2,0,0,0,B2J,B2J,9815,RP
160,fa,34,1390,554340,Yimi García,21,1.05,20.0,11,8,7,10,24,1,60,83,325,3.15,3,6,3,0,2,0,0,0,B2J,B2J,9815,RP
161,col,31,115,623474,Jimmy Herget,27,1.3,40.0,39,14,14,13,28,4,120,170,614,3.15,0,1,1,0,1,0,0,0,,,,
162,sf,30,137,702352,Spencer Bivens,25,1.13,39.2,32,16,14,13,28,3,119,163,609,3.18,0,1,0,2,2,0,0,0,,,,
163,wsh,35,120,605177,Andrew Chafin,16,2.03,11.1,12,6,4,11,14,0,34,54,252,3.18,0,3,0,0,0,0,0,0,,,,
164,cin,34,113,641941,Emilio Pagán,34,0.85,34.0,18,14,12,11,43,6,102,133,511,3.18,18,2,3,0,2,0,0,0,,,,
165,wsh,35,120,605177,Andrew Chafin,16,2.03,11.1,12,6,4,11,14,0,34,54,252,3.18,0,3,0,0,0,0,0,0,,,,
166,nyy,35,147,518585,Fernando Cruz,30,1.06,31.0,19,13,11,14,50,3,93,125,509,3.19,2,8,1,2,3,0,0,0,LFB,LFB,12690,"SP,RP"
167,cle,27,114,683769,Hunter Gaddis,34,1.45,31.0,31,12,11,14,38,4,93,135,535,3.19,0,17,1,0,1,0,0,0,TBB,TBB,12665,RP
168,wsh,26,120,669022,MacKenzie Gore,16,1.19,93.0,84,34,33,27,123,11,279,381,1561,3.19,0,0,0,3,7,16,0,0,CFL,CFL,10940,SP
169,fa,35,234,642121,Cole Sulser,13,1.36,14.0,15,5,5,4,13,1,42,58,247,3.21,0,0,1,2,1,0,0,0,,,,
170,atl,25,144,680885,Spencer Schwellenbach,16,0.99,103.2,86,43,37,17,96,13,311,409,1483,3.21,0,0,0,6,4,16,1,0,DRO,DRO,12363,SP
171,fa,35,234,642121,Cole Sulser,13,1.36,14.0,15,5,5,4,13,1,42,58,247,3.21,0,0,1,2,1,0,0,0,,,,
172,tex,29,140,656641,Jacob Latz,17,1.18,36.1,27,13,13,16,34,4,109,147,582,3.22,0,1,0,1,0,2,0,0,,,,
173,cle,33,114,594902,Ben Lively,9,1.19,44.2,38,16,16,15,29,6,134,178,719,3.22,0,0,0,2,2,9,0,0,,,,
174,kc,33,118,608379,Michael Wacha,15,1.19,86.0,79,31,31,23,65,9,258,358,1313,3.24,0,0,0,4,6,15,0,0,LAW,LAW,9329,SP
175,sf,23,137,806185,Hayden Birdsong,17,1.33,52.2,50,25,19,20,55,6,158,230,924,3.25,0,3,0,3,1,6,0,0,,,,
