Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2013,"Andry Ubiera","ATL","R",20,53,0.32278481,1.123076923,0.121019108,0.464968152,0.414012738,0.184615384,0.061538461,0.37654321,0.21604938,0.40740741,0.29764454,127,340,467,"sa597023"
2014,"Andry Ubiera","ATL","R",21,63.2,0.29444444,0.837837837,0.244444444,0.344444444,0.411111111,0.202702702,0.054054054,0.44021739,0.24456522,0.31521739,0.26639344,124,364,488,"sa597023"
2012,"Andry Ubiera","ATL","R",19,49,0.35135135,0.861538461,0.147887323,0.394366197,0.457746478,0.338461538,0.03076923,0.39597315,0.22147651,0.38255034,0.23560209,81,301,382,"sa597023"
2012,"Rigoberto Garcia","SEA","R",18,60.1,0.31491713,0.951219512,0.144385026,0.417112299,0.438502673,0.219512195,0.109756097,0.43455497,0.20418848,0.36125654,0.30232558,105,368,473,"sa597030"
2012,"Wimbert Martinez","NYM","R",18,61,0.31843575,1.173913043,0.142857142,0.462857142,0.394285714,0.188405797,0.014492753,0.43093923,0.32596685,0.24309392,0.2575,90,310,400,"sa597042"
2014,"Gabriel Castellanos","MIA","A-",20,62,0.28813559,1.418181818,0.222222222,0.45614035,0.321637426,0.29090909,0.018181818,0.43888889,0.16666667,0.39444444,0.23062382,184,345,529,"sa597044"
2013,"Jefferson Olacio","CHW","A",19,136.2,0.29017857,2.297297297,0.150812064,0.591647331,0.257540603,0.225225225,0.054054054,0.49015317,0.17943107,0.33041575,0.22561576,278,737,1015,"sa597055"
2012,"Jefferson Olacio","CHW","R",18,59,0.31360947,1.208955223,0.108433734,0.487951807,0.403614457,0.134328358,0.059701492,0.40804598,0.22988506,0.36206897,0.27184466,170,345,515,"sa597055"
2011,"Werleen Taveras","CIN","R",20,59.2,0.275,1.076923076,0.111842105,0.460526315,0.427631578,0.307692307,0.015384615,0.36875,0.30625,0.325,0.30232558,95,335,430,"sa597059"
2011,"Mauricio Soto","ARI","R",22,71,0.32446809,1.162162162,0.12568306,0.469945355,0.404371584,0.351351351,0.013513513,0.53968254,0.26984127,0.19047619,0.30825688,119,426,545,"sa597070"
2014,"Agapito Barrios","HOU","R",20,56,0.24528302,1.471698113,0.16025641,0.5,0.339743589,0.226415094,0,0.46202532,0.24050633,0.29746835,0.30285714,53,297,350,"sa597075"
2011,"Agapito Barrios","HOU","R",17,58.2,0.27659574,1.037037037,0.093406593,0.461538461,0.445054945,0.308641975,0.037037037,0.5,0.27894737,0.22105263,0.21867882,129,310,439,"sa597075"
2012,"Agapito Barrios","HOU","R",18,49.1,0.29239766,0.945945945,0.105590062,0.434782608,0.459627329,0.189189189,0.013513513,0.48235294,0.22941176,0.28823529,0.16720257,58,253,311,"sa597075"
2013,"Agapito Barrios","HOU","R",19,52.1,0.30813953,1.179104477,0.098765432,0.48765432,0.413580246,0.179104477,0.029850746,0.50867052,0.21387283,0.27745665,0.19329897,96,292,388,"sa597075"
2012,"Alex Santana","CHC","R",18,59.1,0.29166667,1.543859649,0.115853658,0.536585365,0.347560975,0.210526315,0.035087719,0.48823529,0.22352941,0.28823529,0.3324937,72,325,397,"sa597091"
2015,"Kevin Canelon","NYM","A-",21,77,0.28947368,0.657657657,0.192982456,0.320175438,0.486842105,0.27027027,0.045045045,0.45064378,0.24892704,0.30042918,0.11272727,343,757,1100,"sa597095"
2013,"Kevin Canelon","NYM","R",19,63,0.2688172,0.914634146,0.122905027,0.418994413,0.458100558,0.329268292,0.012195121,0.48108108,0.22702703,0.29189189,0.31143552,71,340,411,"sa597095"
2016,"Kevin Canelon","NYM","A",22,143.1,0.29245283,0.76,0.165876777,0.360189573,0.473933649,0.245,0.075,0.41647597,0.29748284,0.28604119,0.13368984,632,1425,2057,"sa597095"
2018,"Ivan Pineyro","LAA","AAA",26,112.1,0.36338028,0.985815602,0.234972677,0.37978142,0.385245901,0.226950354,0.113475177,0.4972973,0.24054054,0.26216216,0.11304348,704,1251,1955,"sa597101"
2011,"Ivan Pineyro","WSN","R",19,69.2,0.31122449,0.808510638,0.071038251,0.415300546,0.513661202,0.265957446,0.021276595,0.46231156,0.33165829,0.20603015,0.29734848,107,421,528,"sa597101"
2013,"Kelvis Valerio","CHW","R",21,62.2,0.27419355,1.428571428,0.16847826,0.489130434,0.342391304,0.158730158,0.111111111,0.41450777,0.24352332,0.34196891,0.26948775,93,356,449,"sa597112"
2014,"Kelvis Valerio","CHW","R",22,44,0.31343284,1.682926829,0.153846153,0.53076923,0.315384615,0.243902439,0,0.36296296,0.25185185,0.38518519,0.30902778,37,251,288,"sa597112"
2016,"Juan Jimenez","NYY","R",22,58,0.2781457,1.114754098,0.145695364,0.450331125,0.403973509,0.245901639,0.147540983,0.39873418,0.22151899,0.37974684,0.30360934,130,341,471,"sa597161"
2011,"Miguel Perdomo","KCR","R",18,66.2,0.26633166,1.170731707,0.068062827,0.502617801,0.429319371,0.292682926,0.012195121,0.40298507,0.34825871,0.24875622,0.21686747,86,329,415,"sa597165"
2011,"Francibel Alejo","PHI","R",18,74.1,0.25974026,1.282608695,0.058295964,0.529147982,0.412556053,0.195652173,0.032608695,0.43220339,0.33898305,0.22881356,0.24334601,133,393,526,"sa597178"
2012,"Francibel Alejo","PHI","R",19,79.1,0.33090909,1.211538461,0.144981412,0.468401486,0.3866171,0.240384615,0.028846153,0.44285714,0.20714286,0.35,0.24369748,57,419,476,"sa597178"
2013,"Gian Rizzo","MIL","R",19,48.1,0.38255034,0.904761904,0.189189189,0.385135135,0.425675675,0.238095238,0.015873015,0.44,0.25333333,0.30666667,0.2877907,34,310,344,"sa597186"
2011,"Gian Rizzo","MIL","R",17,64.1,0.33714286,0.561224489,0.115606936,0.317919075,0.566473988,0.265306122,0.010204081,0.40909091,0.32386364,0.26704545,0.35634744,66,383,449,"sa597186"
2012,"Carlos Diaz","SFG","R",18,80.1,0.28054299,1.333333333,0.145539906,0.48826291,0.366197183,0.205128205,0.025641025,0.42666667,0.29777778,0.27555556,0.29834254,109,434,543,"sa597196"
2014,"Miguel Bautista","BAL","R",21,61.1,0.26751592,1.75,0.065359477,0.594771241,0.339869281,0.288461538,0,0.49044586,0.22929936,0.28025478,0.33802817,80,346,426,"sa597199"
2012,"Gregorio Santos","PHI","R",19,76,0.33471074,0.765765765,0.169491525,0.360169491,0.470338983,0.189189189,0.027027027,0.49590164,0.23770492,0.26639344,0.20955882,137,407,544,"sa597200"
2013,"Gregorio Santos","PHI","R",20,86,0.22088353,0.860655737,0.077235772,0.426829268,0.495934959,0.262295081,0.024590163,0.47619048,0.23412698,0.28968254,0.25498008,75,427,502,"sa597200"
2013,"Gerard Vasquez","PHI","R",19,63,0.29946524,1.378787878,0.137362637,0.5,0.362637362,0.242424242,0.015151515,0.42553191,0.2606383,0.31382979,0.26612903,165,331,496,"sa597201"
2011,"Felix Moscat","WSN","R",20,61.1,0.37563452,0.88372093,0.138297872,0.404255319,0.457446808,0.197674418,0.046511627,0.41293532,0.39303483,0.19402985,0.21906694,130,363,493,"sa597203"
2012,"Karl Triana","ARI","R",19,67,0.33816425,1.612903225,0.209756097,0.487804878,0.302439024,0.258064516,0.129032258,0.37850467,0.26168224,0.35981308,0.25555556,136,404,540,"sa597207"
2011,"Karl Triana","ARI","R",18,67.2,0.26066351,1.22368421,0.155,0.465,0.38,0.276315789,0.013157894,0.3943662,0.31455399,0.29107981,0.28199052,74,348,422,"sa597207"
2015,"Gaby Almonte","NYM","A-",22,80.2,0.31474104,1.708333333,0.213709677,0.495967741,0.29032258,0.319444444,0.027777777,0.56126482,0.18972332,0.24901186,0.10544218,406,770,1176,"sa597214"
2015,"Jeffry Fernandez","BOS","A",22,115,0.28947368,1.216216216,0.150259067,0.466321243,0.383419689,0.222972972,0.114864864,0.56675063,0.18891688,0.24433249,0.11570782,594,953,1547,"sa597215"
2012,"Diomedes Mateo","SFG","R",22,61,0.23134328,1.29787234,0.15625,0.4765625,0.3671875,0.404255319,0.042553191,0.48905109,0.1459854,0.3649635,0.39149888,79,368,447,"sa597217"
2014,"Helmis Rodriguez","COL","A-",20,91.1,0.25974026,2.707692307,0.180272108,0.598639455,0.221088435,0.2,0.03076923,0.47588424,0.23472669,0.28938907,0.19962335,90,441,531,"sa597220"
2016,"Helmis Rodriguez","COL","A+",22,131.1,0.26700252,1.727272727,0.204244031,0.503978779,0.291777188,0.19090909,0.063636363,0.44665012,0.22580645,0.32754342,0.11906005,678,1237,1915,"sa597220"
2015,"Helmis Rodriguez","COL","A",21,147.1,0.28507795,1.908333333,0.188372093,0.532558139,0.279069767,0.158333333,0.075,0.46086957,0.2326087,0.30652174,0.09874055,734,1251,1985,"sa597220"
2012,"Helmis Rodriguez","COL","R",18,74,0.25791855,1.575342465,0.104761904,0.547619047,0.347619047,0.164383561,0.04109589,0.49553571,0.25,0.25446429,0.2489083,69,389,458,"sa597220"
2013,"Feny Arias","CHW","R",22,62.2,0.36649215,0.857142857,0.105820105,0.412698412,0.481481481,0.131868131,0.01098901,0.35897436,0.24102564,0.4,0.32034632,97,365,462,"sa597223"
2014,"Ramire Cleto","SEA","A-",21,63.1,0.35321101,2.734693877,0.136792452,0.632075471,0.231132075,0.122448979,0.020408163,0.42396313,0.24884793,0.32718894,0.22371365,109,338,447,"sa597229"
2013,"Ramire Cleto","SEA","R",20,56.2,0.33333333,1.925925925,0.155080213,0.556149732,0.288770053,0.185185185,0.092592592,0.39361702,0.2606383,0.34574468,0.25432099,103,302,405,"sa597229"
2012,"Ramire Cleto","SEA","R",19,69.2,0.29571984,1.226804123,0.111111111,0.489711934,0.399176954,0.164948453,0.020618556,0.45384615,0.22307692,0.32307692,0.17201835,94,342,436,"sa597229"
2013,"Yender Caramo","KCR","R",21,61,0.32850242,2.975609756,0.193069306,0.603960396,0.202970297,0.170731707,0.097560975,0.48815166,0.21327014,0.2985782,0.25201072,48,325,373,"sa597233"
2012,"Yender Caramo","KCR","R",20,71,0.29515419,1.757142857,0.15720524,0.537117903,0.305676855,0.171428571,0.071428571,0.50862069,0.18534483,0.30603448,0.19392523,50,378,428,"sa597233"
2011,"Yender Caramo","KCR","R",19,67.2,0.25,2.051724137,0.092307692,0.61025641,0.297435897,0.206896551,0.017241379,0.42857143,0.33497537,0.2364532,0.22865014,46,317,363,"sa597233"
2016,"Yender Caramo","KCR","AA",24,114,0.25956284,2.175824175,0.197222222,0.55,0.252777777,0.12087912,0.065934065,0.45675676,0.24594595,0.2972973,0.08194622,514,1048,1562,"sa597233"
2017,"Luis Lugo","CLE","AA",23,134.1,0.29156627,0.894117647,0.242352941,0.357647058,0.4,0.252941176,0.111764705,0.41418764,0.26315789,0.32265446,0.08650362,838,1370,2208,"sa597249"
2014,"Luis Lugo","CLE","A",20,126.1,0.3253012,1.03076923,0.21661721,0.397626112,0.385756676,0.192307692,0.123076923,0.46723647,0.21082621,0.32193732,0.30776173,252,856,1108,"sa597249"
2015,"Luis Lugo","CLE","A+",21,125.2,0.32506887,0.822085889,0.172701949,0.373259052,0.454038997,0.214723926,0.067484662,0.44179894,0.24867725,0.30952381,0.19369716,392,909,1301,"sa597249"
2016,"Luis Lugo","CLE","A+",22,136,0.30102041,1.064102564,0.186868686,0.419191919,0.393939393,0.147435897,0.076923076,0.39506173,0.30123457,0.3037037,0.09308631,787,1426,2213,"sa597249"
2011,"Yeiker Lovera","CLE","R",18,59,0.2122905,0.88095238,0.091954022,0.425287356,0.48275862,0.285714285,0.047619047,0.47027027,0.34594595,0.18378378,0.20855615,85,289,374,"sa597251"
2014,"Oscar Armenta","TBR","A-",20,64,0.31632653,0.781609195,0.196891191,0.352331606,0.450777202,0.16091954,0.045977011,0.475,0.28,0.245,0.23529412,85,357,442,"sa597263"
2013,"Jorge Rodriguez","TBR","R",21,60,0.36842105,1.328571428,0.118918918,0.502702702,0.378378378,0.2,0.028571428,0.41145833,0.23958333,0.34895833,0.26633166,48,350,398,"sa597264"
2012,"Jorge Rodriguez","TBR","R",20,48.1,0.32727273,1.049180327,0.21875,0.4,0.38125,0.262295081,0,0.51807229,0.22891566,0.25301205,0.15438596,40,245,285,"sa597264"
2013,"Yorman Landa","MIN","R",19,55,0.27950311,2.538461538,0.098039215,0.647058823,0.25490196,0.179487179,0.025641025,0.31055901,0.32919255,0.36024845,0.20594966,133,304,437,"sa597276"
2011,"Jose Torres","SEA","R",17,75.1,0.24444444,1.05050505,0.089686098,0.466367713,0.443946188,0.262626262,0.02020202,0.45132743,0.34070796,0.2079646,0.22920892,132,361,493,"sa597279"
2014,"Milton Gomez","MIL","R",20,56.2,0.32258065,2.489361702,0.088888888,0.65,0.261111111,0.170212765,0.085106382,0.46315789,0.23684211,0.3,0.26695842,113,344,457,"sa597280"
2012,"Milton Gomez","MIL","R",18,56.1,0.34736842,1.590163934,0.122222222,0.538888888,0.338888888,0.147540983,0.016393442,0.36842105,0.40526316,0.22631579,0.2763466,93,334,427,"sa597280"
2011,"Gilberto Mendez","WSN","R",18,65.2,0.34065934,1.136986301,0.087719298,0.485380116,0.426900584,0.260273972,0.01369863,0.46448087,0.29508197,0.24043716,0.34188034,83,385,468,"sa597318"
2012,"Daury Vasquez","WSN","R",19,52.2,0.26627219,0.984375,0.239520958,0.377245508,0.383233532,0.21875,0.0625,0.49710983,0.20809249,0.29479769,0.18615752,147,272,419,"sa597319"
2012,"Mario Fernandez","TBR","R",18,60.2,0.32211538,1.483870967,0.266666666,0.438095238,0.295238095,0.274193548,0.080645161,0.44131455,0.22065728,0.33802817,0.25419664,90,327,417,"sa597420"
2011,"Angel Lezama","COL","R",17,66.2,0.27835052,0.875,0.108108108,0.416216216,0.475675675,0.261363636,0.022727272,0.47208122,0.32994924,0.19796954,0.31884058,40,374,414,"sa597421"
2012,"Angel Lezama","COL","R",18,61,0.32,1.301587301,0.110429447,0.503067484,0.386503067,0.238095238,0.031746031,0.53142857,0.22285714,0.24571429,0.34298441,62,387,449,"sa597421"
2013,"Pedro Diaz","CIN","R",20,61.1,0.33802817,1.033707865,0.142180094,0.436018957,0.421800947,0.168539325,0.06741573,0.42922374,0.25114155,0.3196347,0.21276596,90,333,423,"sa597427"
2012,"Pedro Diaz","CIN","R",19,45.2,0.37254902,1.363636363,0.144736842,0.493421052,0.361842105,0.09090909,0.054545454,0.40127389,0.23566879,0.36305732,0.22752809,67,289,356,"sa597427"
2012,"Manuel Aybar","ARI/CIN","R",19,57.1,0.27210884,1.224137931,0.097902097,0.496503496,0.405594405,0.206896551,0.034482758,0.47682119,0.29139073,0.23178808,0.29684211,164,311,475,"sa597428"
2013,"Manuel Aybar","CIN","R",20,51.2,0.29054054,1.44,0.158620689,0.496551724,0.344827586,0.24,0.06,0.46666667,0.2,0.33333333,0.18957346,154,268,422,"sa597428"
2013,"Oriel L Caicedo","ATL","R",19,52.1,0.2748538,1.84,0.134146341,0.560975609,0.304878048,0.2,0.02,0.51445087,0.1734104,0.31213873,0.20710059,81,257,338,"sa597430"
2014,"Oriel L Caicedo","ATL","R",20,48,0.29677419,1.6,0.193103448,0.496551724,0.310344827,0.2,0,0.42580645,0.29032258,0.28387097,0.21090909,22,253,275,"sa597430"
2011,"Oriel L Caicedo","ATL","R",17,60,0.25149701,1.056338028,0.0875,0.46875,0.44375,0.239436619,0.014084507,0.41520468,0.33918129,0.24561404,0.30287206,77,306,383,"sa597430"
2012,"Jose Rosario","ATL","R",18,56,0.27607362,0.7625,0.11875,0.38125,0.5,0.275,0.0125,0.43030303,0.26060606,0.30909091,0.22751323,92,286,378,"sa597431"
2014,"Jose Rosario","BAL","R",20,76.1,0.29875519,1.105263157,0.141630901,0.450643776,0.407725321,0.294736842,0.031578947,0.50612245,0.1877551,0.30612245,0.31176471,68,442,510,"sa597431"
2012,"Gregory Paulino","OAK","R",19,60,0.36898396,1.236111111,0.143617021,0.473404255,0.382978723,0.180555555,0.083333333,0.51295337,0.23834197,0.24870466,0.33108108,78,366,444,"sa597432"
2013,"Victor Veliz","OAK","R",19,71,0.24761905,1.045454545,0.113300492,0.45320197,0.433497536,0.306818181,0.011363636,0.3943662,0.28169014,0.32394366,0.25968109,88,351,439,"sa597433"
2012,"Aliangel Lopez","TEX","R",18,52,0.32026144,1.472727272,0.087248322,0.543624161,0.369127516,0.109090909,0.018181818,0.35294118,0.29411765,0.35294118,0.32198953,65,317,382,"sa597434"
2014,"Angel Vasquez","DET","R",20,68.1,0.21226415,1.876923076,0.113744075,0.578199052,0.308056872,0.276923076,0.046153846,0.52093023,0.1627907,0.31627907,0.25344353,47,316,363,"sa597473"
2014,"Angel Ventura","MIL","R",21,50.1,0.34394904,1.403508771,0.11038961,0.519480519,0.37012987,0.140350877,0.035087719,0.40506329,0.25316456,0.34177215,0.33333333,56,301,357,"sa597505"
2015,"Angel Ventura","MIL","A",22,122.1,0.30612245,1.434782608,0.17888563,0.483870967,0.337243401,0.278260869,0.04347826,0.44252874,0.22126437,0.3362069,0.15892421,546,1090,1636,"sa597505"
2013,"Angel Ventura","MIL","R",20,60,0.28571429,1.138461538,0.097402597,0.48051948,0.422077922,0.215384615,0.015384615,0.37888199,0.31055901,0.31055901,0.3558952,100,358,458,"sa597505"
2012,"Luis Mateo","NYM","A-",22,73.1,0.29569892,1.43548387,0.183783783,0.481081081,0.335135135,0.354838709,0.032258064,0.41798942,0.1957672,0.38624339,0.39442231,52,450,502,"sa597557"
2011,"Luis Mateo","NYM","R",21,63,0.29452055,1.280701754,0.109589041,0.5,0.390410958,0.210526315,0.017543859,0.43537415,0.26530612,0.29931973,0.41981132,32,392,424,"sa597557"
2012,"Jose Agusto Diaz","LAD","R",21,72.2,0.24878049,0.78125,0.140703517,0.376884422,0.48241206,0.229166666,0.03125,0.35096154,0.27884615,0.37019231,0.3436019,32,390,422,"sa597591"
2013,"Javier Palacios","COL","R",19,72,0.27570093,1.154761904,0.121359223,0.470873786,0.40776699,0.238095238,0.047619047,0.51376147,0.2293578,0.25688073,0.29847495,76,383,459,"sa597688"
2014,"Javier Palacios","COL","R",20,82.2,0.32352941,0.982905982,0.165467625,0.413669064,0.420863309,0.111111111,0.128205128,0.44599303,0.26132404,0.29268293,0.25208681,101,498,599,"sa597688"
2012,"Jefferies Almonte","MIA","R",20,58,0.29,1.318181818,0.154696132,0.480662983,0.364640883,0.333333333,0.015151515,0.475,0.225,0.3,0.16781609,130,305,435,"sa597697"
2015,"Jeremy Gabryszwski","TOR","A+",22,129,0.33413462,0.856410256,0.133971291,0.399521531,0.466507177,0.194871794,0.035897435,0.48820755,0.26179245,0.25,0.20282543,214,777,991,"sa597791"
2013,"Jeremy Gabryszwski","TOR","A-",20,76.2,0.27413127,1.189473684,0.164658634,0.453815261,0.381526104,0.263157894,0,0.46332046,0.22779923,0.30888031,0.25057471,52,383,435,"sa597791"
2016,"Jeremy Gabryszwski","TOR","AA",23,146.1,0.31524008,0.88372093,0.164948453,0.391752577,0.443298969,0.181395348,0.074418604,0.41935484,0.28225806,0.2983871,0.09129512,872,1483,2355,"sa597791"
2014,"Jeremy Gabryszwski","TOR","A",21,141.1,0.34226804,1.080188679,0.096311475,0.469262295,0.434426229,0.16981132,0.047169811,0.44242424,0.25454545,0.3030303,0.23732252,140,846,986,"sa597791"
2012,"Hudson Boyd","MIN","R",19,58,0.29166667,1.417910447,0.129032258,0.510752688,0.360215053,0.208955223,0.104477611,0.43,0.195,0.375,0.18013857,114,319,433,"sa597796"
2011,"Ulises Joaquin","PHI","R",19,64.2,0.23195876,0.988505747,0.064864864,0.464864864,0.47027027,0.252873563,0.011494252,0.46153846,0.28717949,0.25128205,0.2718894,103,331,434,"sa597845"
2014,"Richelson Pena","TEX","A-",20,72.1,0.31400966,0.954022988,0.178743961,0.400966183,0.420289855,0.287356321,0.034482758,0.44230769,0.24038462,0.31730769,0.29735234,72,419,491,"sa597847"
2013,"Richelson Pena","TEX","R",19,74.2,0.28571429,1.024691358,0.132275132,0.439153439,0.428571428,0.172839506,0.012345679,0.37563452,0.24873096,0.37563452,0.34375,52,428,480,"sa597847"
2012,"Mason Hope","MIA","A-",20,71.1,0.32718894,1.681818181,0.16113744,0.52606635,0.312796208,0.09090909,0.015151515,0.48623853,0.27522936,0.23853211,0.25730994,128,385,513,"sa597872"
2013,"Ramon Rodriguez","PIT","R",20,63,0.27317073,1.217948717,0.117346938,0.484693877,0.397959183,0.166666666,0.025641025,0.50239234,0.20095694,0.29665072,0.1884058,91,323,414,"sa597941"
2012,"Daniel Keller","MIL","R",20,45.1,0.39779006,1.784313725,0.183908045,0.522988505,0.293103448,0.196078431,0.078431372,0.38797814,0.28415301,0.32786885,0.19414894,91,285,376,"sa597973"
2013,"Edward Estrella","CLE","R",19,63,0.26553672,1.2,0.148809523,0.464285714,0.386904761,0.184615384,0.046153846,0.5027933,0.20111732,0.29608939,0.24838013,125,338,463,"sa598020"
2015,"Jason Creasy","PIT","AA",23,147,0.30139721,1.14973262,0.191146881,0.432595573,0.376257545,0.187165775,0.064171122,0.42773438,0.23632813,0.3359375,0.05501331,872,1382,2254,"sa598099"
2014,"Jason Creasy","PIT","A+",22,148.2,0.3153527,0.974747474,0.180293501,0.404612159,0.415094339,0.181818181,0.065656565,0.41666667,0.2296748,0.35365854,0.13366961,431,1155,1586,"sa598099"
2012,"Jesse Darrah","ARI","A",22,120,0.29032258,0.80116959,0.129943502,0.387005649,0.483050847,0.204678362,0.070175438,0.46961326,0.27900552,0.25138122,0.24815725,182,632,814,"sa598102"
2013,"Jesse Darrah","ARI","A",23,151.1,0.28033473,0.929906542,0.126849894,0.420718816,0.452431289,0.224299065,0.056074766,0.53169734,0.200409,0.26789366,0.19729043,334,847,1181,"sa598102"
2012,"Rigoberto Santamaria","MIA","R",18,80,0.28629032,1.145833333,0.127118644,0.466101694,0.406779661,0.208333333,0.020833333,0.50806452,0.28225806,0.20967742,0.26487524,85,436,521,"sa598141"
2012,"Jorgan Cavanerio","MIA","R",17,47.1,0.35185185,1.396226415,0.191082802,0.471337579,0.337579617,0.16981132,0.075471698,0.51807229,0.24698795,0.23493976,0.26470588,62,278,340,"sa598143"
2016,"Jorgan Cavanerio","MIA","A+",21,128.1,0.32505643,1.478260869,0.231460674,0.458426966,0.310112359,0.137681159,0.086956521,0.5,0.26211454,0.23788546,0.08113917,640,1221,1861,"sa598143"
2014,"Jorgan Cavanerio","MIA","A-",19,79,0.3503937,1.635135135,0.241245136,0.47081712,0.287937743,0.189189189,0.121621621,0.50757576,0.25378788,0.23863636,0.23992322,82,439,521,"sa598143"
2019,"Jorgan Cavanerio","CHW","A+",24,112,0.27142857,1.616071428,0.150724637,0.524637681,0.324637681,0.1875,0.0625,0.50280899,0.23595506,0.26123596,0.10328947,498,1022,1520,"sa598143"
2013,"Luis De Jesus","CLE","A",21,132.2,0.30162413,0.803030303,0.192307692,0.359728506,0.4479638,0.227272727,0.121212121,0.5,0.24115044,0.25884956,0.20710059,260,754,1014,"sa598171"
2012,"Luis De Jesus","CLE","A-",20,80.1,0.22033898,0.821428571,0.13559322,0.389830508,0.474576271,0.258928571,0.044642857,0.43983402,0.23236515,0.32780083,0.25,86,402,488,"sa598171"
2011,"Luis De Jesus","CLE","R",19,46,0.296875,0.677419354,0.140495867,0.347107438,0.512396694,0.096774193,0.048387096,0.50769231,0.22307692,0.26923077,0.31325301,58,274,332,"sa598171"
2013,"Hector Perez","CHC","R",20,57.1,0.32450331,1.081967213,0.111888111,0.461538461,0.426573426,0.13114754,0,0.47402597,0.25974026,0.26623377,0.38271605,67,338,405,"sa598181"
2011,"Alex Gillingham","COL","R",21,61.2,0.34615385,2.127272727,0.169082125,0.565217391,0.265700483,0.09090909,0.109090909,0.46728972,0.22429907,0.30841121,0.25663717,79,373,452,"sa598184"
2012,"Alex Gillingham","COL","A",22,123,0.30232558,2.484536082,0.119791666,0.627604166,0.252604166,0.134020618,0.051546391,0.51785714,0.19642857,0.28571429,0.24174528,181,667,848,"sa598184"
2015,"Blair Walters","ATL","A+",25,135,0.28639618,1.931034482,0.182692307,0.538461538,0.278846153,0.267241379,0.051724137,0.46823529,0.23058824,0.30117647,0.10360618,603,1144,1747,"sa598185"
2011,"Blair Walters","CHW","R",21,73.2,0.31730769,1.328947368,0.144927536,0.487922705,0.367149758,0.22368421,0.078947368,0.44859813,0.21028037,0.3411215,0.24604569,107,462,569,"sa598185"
2013,"Fernando Perez","DET","R",19,55.2,0.28205128,1.603773584,0.109677419,0.548387096,0.341935483,0.188679245,0.056603773,0.4875,0.2125,0.3,0.22613065,116,282,398,"sa598187"
2014,"Fernando Perez","DET","A-",20,69.1,0.3254717,1.478260869,0.161764705,0.5,0.338235294,0.188405797,0.028985507,0.43192488,0.20657277,0.36150235,0.2480315,114,394,508,"sa598187"
2012,"Matt Lane","CHW","A",21,120.2,0.35732648,2.057692307,0.147453083,0.573726541,0.278820375,0.173076923,0.057692307,0.51256281,0.22361809,0.2638191,0.26773455,197,677,874,"sa598261"
2013,"Tanner Peters","OAK","A+",22,165.2,0.30425532,0.886255924,0.169102296,0.390396659,0.440501043,0.194312796,0.113744075,0.51214575,0.20445344,0.28340081,0.26769231,242,1058,1300,"sa598289"
2013,"A.J. Holland","ATL","A+",23,120,0.32114883,1.79090909,0.183510638,0.52393617,0.292553191,0.19090909,0.063636363,0.48974359,0.23076923,0.27948718,0.18341014,379,706,1085,"sa598301"
2015,"Clayton Blackburn","SFG","AAA",22,123,0.32266667,1.989583333,0.224324324,0.516216216,0.259459459,0.208333333,0.0625,0.45406824,0.22309711,0.32283465,0.09447599,684,1253,1937,"sa598302"
2016,"Clayton Blackburn","SFG","AAA",23,136.1,0.29245283,1.258278145,0.201405152,0.444964871,0.353629976,0.178807947,0.119205298,0.36590909,0.31590909,0.31818182,0.09117504,701,1350,2051,"sa598302"
2013,"Clayton Blackburn","SFG","A+",20,133,0.27966102,1.365853658,0.175637393,0.475920679,0.348441926,0.211382113,0.097560975,0.50684932,0.19452055,0.29863014,0.13606771,457,1079,1536,"sa598302"
2012,"Clayton Blackburn","SFG","A",19,131.1,0.31476323,2.628205128,0.193732193,0.584045584,0.222222222,0.256410256,0.038461538,0.46111111,0.21666667,0.32222222,0.3315678,125,819,944,"sa598302"
2011,"Brent Powers","OAK","A-",22,63.1,0.33333333,1.550724637,0.145631067,0.519417475,0.334951456,0.144927536,0.072463768,0.45539906,0.25352113,0.29107981,0.22014052,77,350,427,"sa598322"
2012,"Brent Powers","OAK","A-",23,63.2,0.34158416,1.114285714,0.252525252,0.393939393,0.353535353,0.242857142,0.1,0.45971564,0.2464455,0.29383886,0.28626692,128,389,517,"sa598322"
2013,"Brent Powers","OAK","A-",24,77.2,0.29333333,1.209876543,0.197309417,0.439461883,0.363228699,0.197530864,0.037037037,0.50655022,0.18340611,0.31004367,0.32633588,83,441,524,"sa598322"
2011,"Zack Breault","TOR","A-",22,68.1,0.34070796,1.533333333,0.159292035,0.508849557,0.331858407,0.093333333,0.066666666,0.46551724,0.19396552,0.34051724,0.18406072,163,364,527,"sa598346"
2011,"Tyson Perez","HOU","R",21,55,0.31707317,1.119402985,0.164705882,0.44117647,0.394117647,0.179104477,0.149253731,0.51724138,0.22988506,0.25287356,0.27543424,76,327,403,"sa598434"
2012,"Tyson Perez","HOU","A+",22,120,0.32994924,1.355704697,0.131188118,0.5,0.368811881,0.154362416,0.127516778,0.46973366,0.23244552,0.29782082,0.19915254,223,721,944,"sa598434"
2013,"Tyson Perez","HOU","A+",23,112.1,0.32901554,1.484126984,0.19537275,0.480719794,0.323907455,0.206349206,0.126984126,0.45771144,0.22636816,0.3159204,0.12746114,274,691,965,"sa598434"
