Unique Player ID Database,,next: 7940,,,,No Accents ,,Approved Dupe,Report an Issue
Jordan Brink,MIN,SIRP,6883,,,Jordan Brink,,FALSE,
Jordan Brown,CLE,OF,5307,,,Jordan Brown,,FALSE,
Jordan Díaz,OAK,1B/3B,3762,Jordan Diaz,,Jordan Diaz,,FALSE,
Jordan Dissin,,,7321,,,Jordan Dissin,,FALSE,
Jordan Groshans,NYY,3B,3515,,,Jordan Groshans,,FALSE,
Jordan Hicks,SF,RP,2719,,,Jordan Hicks,,FALSE,
Jordan Holloway,CHC,P,2720,,,Jordan Holloway,,FALSE,
Jordan Humphreys,SD,P,3063,,,Jordan Humphreys,,FALSE,
Jordan Lawlar,AZ,SS,3445,Jordan Lawler,,Jordan Lawlar,,FALSE,
Jordan Leasure,CWS,SIRP,6643,,,Jordan Leasure,,FALSE,
Jordan Luplow,ATL,OF,2721,,,Jordan Luplow,,FALSE,
Jordan Lyles,KC,P,2722,,,Jordan Lyles,,FALSE,
Jordan McCants,MIA,SS,2723,,,Jordan McCants,,FALSE,
Jordan Mongomery,NYY,P,2724,,,Jordan Mongomery,,FALSE,
Jordan Montgomery,STL,P,4013,,,Jordan Montgomery,,FALSE,
Jordan Nwogu,CHC,CF,5306,,,Jordan Nwogu,,FALSE,
Jordan Qsar,TB,OF,5305,,,Jordan Qsar,,FALSE,
Jordan Romano,TOR,P,2725,,,Jordan Romano,,FALSE,
Jordan Sanchez,,,7399,,,Jordan Sanchez,,FALSE,
Jordan Sheffield,COL,P,2726,,,Jordan Sheffield,,FALSE,
Jordan Sprinkle,CWS,2B,3964,,,Jordan Sprinkle,,FALSE,
Jordan Viars,PHI,OF/1B,3772,,,Jordan Viars,,FALSE,
Jordan Walker,STL,3B,3440,,,Jordan Walker,,FALSE,
Jordan Weems,WSH,P,2727,,,Jordan Weems,,FALSE,
Jordan Westburg,BAL,SS,3523,,,Jordan Westburg,,FALSE,
Jordan Wicks,CHC,LHP,3582,,,Jordan Wicks,,FALSE,
Jordan Yamamoto,LAD,P,2728,,,Jordan Yamamoto,,FALSE,
Jordany Ventura,NYM,P,6060,,,Jordany Ventura,,FALSE,
Jordarlin Mendoza,NYY,RHP,7231,,,Jordarlin Mendoza,,FALSE,
Jordy Barley,WSH,SS,5304,,,Jordy Barley,,FALSE,
Jordy Mercer,WSH,"2B,3B",2729,,,Jordy Mercer,,FALSE,
Jordy Vargas,COL,RHP,4647,,,Jordy Vargas,,FALSE,
Jordyn Adams,LAA,OF,3677,,,Jordyn Adams,,FALSE,
Jorel Ortega,,,7426,,,Jorel Ortega,,FALSE,
Jorge Alcala,MIN,P,2730,,,Jorge Alcala,,FALSE,
Jorge Alfaro,SD,C,2731,,,Jorge Alfaro,,FALSE,
Jorge Barrosa,AZ,OF,3879,,,Jorge Barrosa,,FALSE,
Jorge Bautista,,,7306,,,Jorge Bautista,,FALSE,
Jorge Bonifacio,PHI,OF,2732,,,Jorge Bonifacio,,FALSE,
Jorge Burgos,CLE,OF,5303,,,Jorge Burgos,,FALSE,
Jorge Caballero,MIA,OF,5302,,,Jorge Caballero,,FALSE,
Jorge Guzman,SF,P,2733,,,Jorge Guzman,,FALSE,
Jorge Jimenez,LAA,2B,5301,,,Jorge Jimenez,,FALSE,
Jorge Juan,OAK,P,6348,,,Jorge Juan,,FALSE,
Jorge Lara,,,7363,,,Jorge Lara,,FALSE,
Jorge López,NYM,RP,2734,,,Jorge Lopez,,FALSE,
Jorge Marcheco,LAA,,6526,,,Jorge Marcheco,,TRUE,
Jorge Mateo,BAL,SS,2735,,,Jorge Mateo,,TRUE,
Jorge Ona,SD,OF,5300,Jorge Oña,,Jorge Ona,,FALSE,
Jorge Polanco,SEA,"2B,3B",1954,,,Jorge Polanco,,FALSE,
Jorge Quintana,MIL,SS,7218,,,Jorge Quintana,,FALSE,
Jorge Ruiz,LAA,OF,5299,,,Jorge Ruiz,,FALSE,
Jorge Soler,SF,OF,2736,,,Jorge Soler,,FALSE,
Jose  Tena,CLE,,6533,,,Jose  Tena,,FALSE,
Jose A. Ferrer,WSH,RP,5298,,,Jose A. Ferrer,,FALSE,
José Abreu,HOU,1B,1955,Jose Abreu,,Jose Abreu,,FALSE,
Jose Acosta,MIL,2B,5297,,,Jose Acosta,,FALSE,
Jose Acuna,CIN,SP,5296,,,Jose Acuna,,FALSE,
Jose Alberto Rivera,LAA,P,3133,,,Jose Alberto Rivera,,FALSE,
Jose Alpuria,ARI,CF,7839,,,Jose Alpuria,,FALSE,
Jose Altuve,HOU,2B,1907,,,Jose Altuve,,FALSE,
José Alvarado,PHI,P,2737,Jose Alvarado,,Jose Alvarado,,FALSE,
José Álvarez,SF,P,2738,Jose Alvarez,,Jose Alvarez,,FALSE,
José Azocar,SD,CF,4330,Jose Azocar,,Jose Azocar,,FALSE,
Jose Baez,CLE,3B,5295,,,Jose Baez,,FALSE,
Jose Barrero,CIN,SS,2739,Jose Barrero,,Jose Barrero,,FALSE,
Jose Bello,SFG,SP,7816,,,Jose Bello,,FALSE,
José Berríos,TOR,P,1891,Jose Berrios,,Jose Berrios,,FALSE,
Jose Bonilla,LAA,"1B,3B",5294,,,Jose Bonilla,,FALSE,
José Briceño,KC,C,6439,,,Jose Briceno,,FALSE,
José Butto,WSH,SS,7723,,,Jose Butto,,TRUE,
José Buttó,NYM,P,3739,Jose Butto,,Jose Butto,,TRUE,
Jose Caballero,SEA,SS,5292,José Caballero,,Jose Caballero,,FALSE,
Jose Caguana,SEA,C,5291,,,Jose Caguana,,FALSE,
José Castillo,SD,P,4150,Jose Castillo,,Jose Castillo,,FALSE,
José Cisnero,LAA,RP,2740,Jose Cisnero,,Jose Cisnero,,FALSE,
Jose Colina,NYM,"C,1B",5290,,,Jose Colina,,FALSE,
Jose Cordoba,,,7339,,,Jose Cordoba,,FALSE,
Jose Cordova,COL,"C,1B",5289,,,Jose Cordova,,FALSE,
Jose Corniell,TEX,RHP,7154,,,Jose Corniell,,FALSE,
José Cruz,SF,SIRP,6749,,,Jose Cruz,,FALSE,
Jose Cuas,CHC,RP,4180,José Cuas,,Jose Cuas,,FALSE,
Jose Curpa,AZ,SS,5288,,,Jose Curpa,,FALSE,
Jose De La Cruz,DET,OF,5287,,,Jose De La Cruz,,FALSE,
José De León,TOR,P,2742,Jose De Leon,,Jose De Leon,,FALSE,
José Devers,MIA,SS,2743,Jose Devers,,Jose Devers,,FALSE,
Jose Dicochea,,,7463,,,Jose Dicochea,,FALSE,
Jose Dilone,ATL,"1B,3B",5286,,,Jose Dilone,,FALSE,
Jose Escorche,OAK,SS,5285,,,Jose Escorche,,FALSE,
Jose Estrada,MIA,"C,1B",5284,,,Jose Estrada,,FALSE,
José Fermín,STL,3B,6510,Jose Fermin,,Jose Fermin,2,FALSE,
Jose Fernandez,AZ,SS,5282,,,Jose Fernandez,,FALSE,
Jose Ferrer,WSH,LHP,4659,,,Jose Ferrer,,FALSE,
Jose Fleury,HOU,,6540,,,Jose Fleury,,FALSE,
Jose Garcia,BOS,C,5281,,,Jose Garcia,,FALSE,
Jose Gerardo,MIA,OF,3792,,,Jose Gerardo,,FALSE,
José Godoy,LAA,C,2744,Jose Godoy,,Jose Godoy,,FALSE,
Jose Gomez,LAA,3B,5280,,,Jose Gomez,,FALSE,
Jose Guzman,LAA,"2B,3B",5279,,,Jose Guzman,,FALSE,
Jose Hernandez,PIT,P,3241,,,Jose Hernandez,,FALSE,
Jose Herrera,AZ,C,4377,,,Jose Herrera,,FALSE,
José Iglesias,COL,SS,2745,Jose Iglesias,,Jose Iglesias,,FALSE,
Jose King,DET,"2B,3B",5278,,,Jose King,,FALSE,
José Leclerc,TEX,P,4053,Jose Leclerc,Jose LeClerc,Jose Leclerc,,FALSE,
Jose Lobaton,CHC,C,2746,Jose Lobaton,,Jose Lobaton,,FALSE,
José Lopez,TB,MIRP,6669,,,Jose Lopez,,FALSE,
Jose Luis Peña,BAL,SS,7788,,,Jose Luis Pena,,FALSE,
Jose Luis Reyes,,,7387,,,Jose Luis Reyes,,FALSE,
José Marte,LAA,P,4253,Jose Marte,,Jose Marte,,FALSE,
Jose Mena,NYM,C,5277,,,Jose Mena,,FALSE,
Jose Miranda,MIN,"1B,3B",4310,,,Jose Miranda,,FALSE,
Jose Montero,CIN,SP,6779,,,Jose Montero,,FALSE,
Jose Mujica,OAK,"C,1B",5276,,,Jose Mujica,,TRUE,
José Mujica,NYY,P,6243,,,Jose Mujica,,TRUE,
Jose Olivares,MIN,SP,7566,,,Jose Olivares,,FALSE,
Jose Ortiz,SF,CF,7725,,,Jose Ortiz,,FALSE,
Jose Pastrano,CLE,"2B,3B",5275,,,Jose Pastrano,,FALSE,
Jose Paulino,MIA,RHP,7588,,,Jose Paulino,,FALSE,
José Peraza,NYM,"2B,SS",2747,Jose Peraza,,Jose Peraza,,FALSE,
Jose Perdomo,ATL,SS,7177,,,Jose Perdomo,,FALSE,
Jose Peroza,NYM,"2B,3B",5274,,,Jose Peroza,,FALSE,
Jose Pirela,,,7412,,,Jose Pirela,,FALSE,
José Quijada,LAA,P,2748,Jose Quijada,,Jose Quijada,,FALSE,
José Quintana,NYM,P,2749,Jose Quintana,,Jose Quintana,,FALSE,
José Ramírez,CLE,3B,1884,Jose Ramirez,,Jose Ramirez,,FALSE,
Jose Ramos,LAD,OF,2750,Jose Ramos,,Jose Ramos,,TRUE,
Jose Ramos,SD,3B,7720,José Ramos,,Jose Ramos,,TRUE,
Jose Reina,DET,OF,5273,,,Jose Reina,,FALSE,
Jose Reyes,LAA,OF,5272,,,Jose Reyes,,FALSE,
Jose Rivas,TOR,"2B,3B",5271,,,Jose Rivas,,FALSE,
Jose Rivera,NYM,"C,2B",5270,,,Jose Rivera,,FALSE,
Jose Rodriguez,MIN,OF,3715,,,Jose Rodriguez,,TRUE,
José Rodríguez,CWS,SS,2751,Jose Rodriguez,Josè Rodriguez,Jose Rodriguez,,TRUE,
José Rodríguez,SEA,P,6290,Jose Rodriguez,,Jose Rodriguez,,TRUE,
Jose Rojas,LAA,"2B,3B,OF",2752,Jose Rojas,,Jose Rojas,,FALSE,
Jose Romero,,,7466,,,Jose Romero,,FALSE,
José Rondón,STL,OF,2753,Jose Rondon,,Jose Rondon,,FALSE,
José Ruiz,CWS,P,2754,Jose Ruiz,,Jose Ruiz,,FALSE,
José Salas,MIN,SS,2755,Jose Salas,,Jose Salas,,FALSE,
Jose Sanchez,WSH,SS,5269,,,Jose Sanchez,,FALSE,
Jose Sibrian,MIL,C,5268,,,Jose Sibrian,,FALSE,
Jose Siri,TB,CF,2756,Jose Siri,,Jose Siri,,FALSE,
José Soriano,LAA,P,6259,,,Jose Soriano,,FALSE,
José Suarez,LAA,P,2757,Jose Suarez,,Jose Suarez,,FALSE,
José Tena,CLE,"2B,SS",6507,José Tena,,Jose Tena,,FALSE,
Jose Torres,CIN,SS,5267,,,Jose Torres,,FALSE,
Jose Trevino,NYY,C,2758,Jose Trevino,,Jose Trevino,,TRUE,
Jose Urbina,TB,P,6985,,,Jose Urbina,,FALSE,
José Ureña,COL,P,4043,Jose Urena,,Jose Urena,,FALSE,
José Urquidy,HOU,P,2759,Jose Urquidy,,Jose Urquidy,,FALSE,
Jose Varela,,,7452,,,Jose Varela,,FALSE,
Jose Vasquez,LAD,SIRP,7802,,,Jose Vasquez,,FALSE,
Jose Zapata,STL,"C,1B",5266,,,Jose Zapata,,FALSE,
Jose Zerpa,,,7468,,,Jose Zerpa,,FALSE,
Joseph Gonzalez,,RHP,7114,,,Joseph Gonzalez,,FALSE,
Joseph Hernandez,MIL,P,6106,,,Joseph Hernandez,,FALSE,
Joseph Montalvo,TEX,SP,6697,,,Joseph Montalvo,,FALSE,
Joseph Odom,TB,C,2760,,,Joseph Odom,,FALSE,
Joseph Ortiz,BAL,SS,3568,,,Joseph Ortiz,,FALSE,
Joseph Sullivan,HOU,OF,7744,,,Joseph Sullivan,,FALSE,
Joseph Yabbour,SEA,SP,6892,,,Joseph Yabbour,,FALSE,
Josh Bell,MIA,1B,2761,,,Josh Bell,,FALSE,
Josh Bissonette,PIT,"2B,3B,OF",5265,,,Josh Bissonette,,FALSE,
Josh Bostick,,RHP,7064,,,Josh Bostick,,FALSE,
Josh Breaux,NYY,C,5264,,,Josh Breaux,,FALSE,
Josh Caron,SEA,C,7712,,,Josh Caron,,FALSE,
Josh Crouch,DET,C,4626,,,Josh Crouch,,FALSE,
Josh Donaldson,NYY,3B,2762,,,Josh Donaldson,,FALSE,
Josh Fleming,PIT,"SP,RP",2763,,,Josh Fleming,,FALSE,
Josh Green,AZ,P,6323,,,Josh Green,,FALSE,
Josh Grosz,,RHP,7110,,,Josh Grosz,,FALSE,
Josh Hader,HOU,RP,1908,,,Josh Hader,,FALSE,
Josh Harrison,PHI,"2B,3B",2764,,,Josh Harrison,,FALSE,
Josh Hartle,PIT,LHP,7615,,,Josh Hartle,,FALSE,
Josh Hood,SEA,SS,6044,,,Josh Hood,,FALSE,
Josh James,HOU,P,2765,,,Josh James,,FALSE,
Josh Jung,TEX,3B,3461,,,Josh Jung,,FALSE,
Josh Kasevich,TOR,3B,3918,,,Josh Kasevich,,FALSE,
Josh Knoth,MIL,SP,6584,,,Josh Knoth,,FALSE,
Josh Kuroda-Grauer,OAK,SS,7707,,,Josh Kuroda-Grauer,,FALSE,
Josh Lester,BAL,3B,4394,,,Josh Lester,,FALSE,
Josh Lindblom,MIL,P,2766,,,Josh Lindblom,,FALSE,
Josh Lowe,TB,CF,4344,,,Josh Lowe,,FALSE,
Josh Mears,SD,"CF,RF",4470,,,Josh Mears,,FALSE,
Josh Morgan,SEA,C,5263,,,Josh Morgan,,FALSE,
Josh Naylor,CLE,"1B,OF",2767,,,Josh Naylor,,FALSE,
Josh Ockimey,PHI,1B,5262,,,Josh Ockimey,,FALSE,
Josh Osich,CIN,P,2768,,,Josh Osich,,FALSE,
Josh Palacios,PIT,OF,2769,,,Josh Palacios,,FALSE,
Josh Randall,DET,SP,7505,,,Josh Randall,,FALSE,
Josh Reddick,NYM,OF,2770,,,Josh Reddick,,FALSE,
Josh Rivera,CHC,SS,6739,,,Josh Rivera,,FALSE,
Josh Roberson,TB,SIRP,6809,,,Josh Roberson,,FALSE,
Josh Rogers,COL,P,2771,,,Josh Rogers,,FALSE,
Josh Rojas,SEA,"2B,3B",2772,,,Josh Rojas,,FALSE,
Josh Sborz,TEX,P,2773,,,Josh Sborz,,FALSE,
Josh Simpson,MIA,P,6119,,,Josh Simpson,,FALSE,
Josh Smith,TEX,"3B,SS,OF",2774,Josh H. Smith,,Josh Smith,,FALSE,
Josh Staumont,MIN,RP,2775,,,Josh Staumont,,FALSE,
Josh Stephan,TEX,P,5261,,,Josh Stephan,,FALSE,
Josh Stowers,TEX,CF,5260,,,Josh Stowers,,FALSE,
Josh Taylor,KC,P,2776,,,Josh Taylor,,FALSE,
Josh Tomlin,ATL,P,2777,,,Josh Tomlin,,FALSE,
Josh VanMeter,MIL,"1B,2B",2778,,,Josh VanMeter,,FALSE,
Josh Walker,NYM,P,2779,,,Josh Walker,,TRUE,
Josh Winckowski,BOS,P,3576,,,Josh Winckowski,,TRUE,
Josh Winder,MIN,P,4108,,,Josh Winder,,FALSE,
Josh Wolf,NYM,P,4522,,,Josh Wolf,,FALSE,
Joshua Baez,STL,CF,2780,,,Joshua Baez,,FALSE,
Joshua Fuentes,TOR,"1B,3B",2781,,,Joshua Fuentes,,FALSE,
Joshua Kuroda-Grauer,OAK,SS,7745,,,Joshua Kuroda-Grauer,,FALSE,
Joshua Liranzo,,,7407,,,Joshua Liranzo,,FALSE,
Joshua Mears,SD,OF,3791,,,Joshua Mears,,FALSE,
Joshua Palacios,PIT,CF,7506,,,Joshua Palacios,,FALSE,
Joshua Rivera,KC,SS,5259,,,Joshua Rivera,,FALSE,
Joshwan Wright,OAK,"2B,3B,OF",5258,,,Joshwan Wright,,FALSE,
Josiah Gray,WSH,P,2782,,,Josiah Gray,,FALSE,
Josiah Sightler,PIT,1B,7159,,,Josiah Sightler,,FALSE,
Josimar Cousin,CWS,SP,7502,,,Josimar Cousin,,FALSE,
Josttin Diaz,SD,"1B,3B",5257,,,Josttin Diaz,,FALSE,
Josuar De Jesus Gonzalez,SFG,SS,7804,,,Josuar De Jesus Gonzalez,,FALSE,
Josuar Gonzalez,SFG,SS,7746,,,Josuar Gonzalez,,FALSE,
Josue Briceno,DET,C,7199,Josue Briceño,,Josue Briceno,,FALSE,
Josue Cruz,BAL,1B,5256,,,Josue Cruz,,FALSE,
Josue De Paula,LAD,OF,3661,,,Josue De Paula,,FALSE,
Josue Huma,CHC,"2B,SS",5255,,,Josue Huma,,FALSE,
Joswa Lugo,LAA,SS,7210,,,Joswa Lugo,,FALSE,
Jovani Moran,MIN,P,2783,,,Jovani Moran,,FALSE,
JP Sears,OAK,P,4054,,,JP Sears,,FALSE,
JR Ritchie,ATL,SP,3921,JR (Ian) Ritchie,,JR Ritchie,,FALSE,
JT Brubaker,PIT,P,2784,,,JT Brubaker,,FALSE,
JT Chargois,MIA,P,2785,,,JT Chargois,,FALSE,
JT Riddle,NYM,3B,2786,,,JT Riddle,,FALSE,
JT Schwartz,NYM,1B,5254,,,JT Schwartz,,FALSE,
Juan Alonso,LAD,CF,5253,,,Juan Alonso,,FALSE,
Juan Amarante,PHI,SIRP,7821,,,Juan Amarante,,FALSE,
Juan Baez,MIL,SS/3B,7143,,,Juan Baez,,FALSE,
Juan Batista,AZ,"1B,OF",5252,,,Juan Batista,,FALSE,
Juan Bello,HOU,SP,7833,,,Juan Bello,,FALSE,
Juan Benjamin,CLE,2B,6675,,,Juan Benjamin,,FALSE,
Juan Brito,CLE,2B,4151,,,Juan Brito,,FALSE,
Juan Cabada,CHC,SS,7748,,,Juan Cabada,,FALSE,
Juan Carela,NYY,P,5251,,,Juan Carela,,FALSE,
Juan Carlos Negret,KC,OF,5250,,,Juan Carlos Negret,,FALSE,
Juan Centeno,AZ,C,6399,,,Juan Centeno,,FALSE,
Juan Chacon,BOS,CF,5249,,,Juan Chacon,,FALSE,
Juan Corniel,AZ,SS,5248,,,Juan Corniel,,FALSE,
Juan Daniel Encarnacion,BOS,SIRP,6710,,,Juan Daniel Encarnacion,,FALSE,
Juan De La Cruz,MIA,P,6987,,,Juan De La Cruz,,FALSE,
Juan De Paula,SF,P,6280,,,Juan De Paula,,FALSE,
Juan Fernandez,SD,"C,1B,3B",5247,,,Juan Fernandez,,FALSE,
Juan Flores,LAA,C,6978,,,Juan Flores,,FALSE,
Juan Graterol,AZ,C,6421,,,Juan Graterol,,FALSE,
Juan Guerrero,COL,OF,4222,,,Juan Guerrero,,FALSE,
Juan Jerez,PIT,"1B,3B",5246,,,Juan Jerez,,FALSE,
Juan Lagares,LAA,CF,2787,,,Juan Lagares,,FALSE,
Juan Loyo,NYM,C,5245,,,Juan Loyo,,FALSE,
Juan Matheus,NYY,SS,7820,,,Juan Matheus,,FALSE,
Juan Mejia,COL,RHP,7197,,,Juan Mejia,,FALSE,
Juan Mendez,MIN,SIRP,6885,,,Juan Mendez,,FALSE,
Juan Mercedes,,,7467,,,Juan Mercedes,,FALSE,
Juan Minaya,PIT,P,2788,,,Juan Minaya,,FALSE,
Juan Mora,CHC,2B,5244,,,Juan Mora,,FALSE,
Juan Morillo,LAD,SIRP,6653,,,Juan Morillo,,FALSE,
Juan Nunez,BAL,P,7167,Juan Nuñez,,Juan Nunez,,FALSE,
Juan Obispo,WSH,,7299,,,Juan Obispo,,FALSE,
Juan Pinto,SEA,P,6110,,,Juan Pinto,,FALSE,
Juan Pizarro,TOR,OF,5243,,,Juan Pizarro,,FALSE,
Juan Querecuto,SEA,SS,6467,,,Juan Querecuto,,FALSE,
Juan Sanchez,SF,RP,5242,,,Juan Sanchez,,FALSE,
Juan Santander,HOU,C,5241,,,Juan Santander,,FALSE,
Juan Soto,NYY,OF,1909,,,Juan Soto,,FALSE,
Juan Then,SEA,P,3345,,,Juan Then,,FALSE,
Juan Tomas,CHC,SS,7749,,,Juan Tomas,,FALSE,
Juan Valera,BOS,SP,7555,,,Juan Valera,,FALSE,
Juan Villavicencio,PHI,SS,7819,,,Juan Villavicencio,,FALSE,
Juan Yepez,STL,"1B,OF",4362,,,Juan Yepez,,FALSE,
Juan Zabala,SD,"C,1B",5240,,,Juan Zabala,,FALSE,
Juaran Watts-Brown,TOR,SP,6629,,,Juaran Watts-Brown,,FALSE,
Juaron Watts-Brown,TOR,P,7004,,,Juaron Watts-Brown,,FALSE,
Jud Fabian,BAL,CF,3908,,,Jud Fabian,,FALSE,
Julian Aguiar,CIN,SP/RP,5239,,,Julian Aguiar,,FALSE,
Julian Brock,,C,7030,,,Julian Brock,,FALSE,
Julian Escobedo,CLE,OF,5238,,,Julian Escobedo,,FALSE,
Julian Fernández,TOR,P,2789,Julian Fernandez,,Julian Fernandez,,FALSE,
Julian Merryweather,CHC,P,2790,,,Julian Merryweather,,FALSE,
Julio Carreras,COL,"3B,SS",2791,,,Julio Carreras,,FALSE,
Julio Carrion,LAD,"1B,3B",5237,,,Julio Carrion,,FALSE,
Julio E. Rodriguez,STL,C,5236,,,Julio E. Rodriguez,,FALSE,
Julio Enrique,LAD,OF,5235,,,Julio Enrique,,FALSE,
Julio Herrera,BAL,"C,1B",5234,,,Julio Herrera,,FALSE,
Julio Meza,TB,C,5233,,,Julio Meza,,FALSE,
Julio Pablo Martinez,TEX,CF,4517,,,Julio Pablo Martinez,,FALSE,
Julio Robaina,HOU,SP,6890,,,Julio Robaina,,FALSE,
Julio Rodríguez,SEA,CF,4454,Julio Rodriguez,,Julio Rodriguez,,TRUE,
Julio Rodríguez,DET,C,6516,,,Julio Rodriguez,,TRUE,
Julio Teheran,SD,P,2792,,,Julio Teheran,,FALSE,
Julio Urías,LAD,P,1956,Julio Urias,,Julio Urias,,FALSE,
Julio Zayas,,,7318,,,Julio Zayas,,FALSE,
Jun-Seok Shim,PIT,SP,6144,,,Jun-Seok Shim,,FALSE,
Juneiker Caceres,CLE,OF,7750,,,Juneiker Caceres,,FALSE,
Jung Hoo Lee,SF,OF,7286,,,Jung Hoo Lee,,FALSE,
Juniel Querecuto,STL,"3B,SS",6422,,,Juniel Querecuto,,FALSE,
Junior Calderon,KC,1B,5232,,,Junior Calderon,,FALSE,
Junior Caminero,TB,3B,4463,,,Junior Caminero,,FALSE,
Junior Ciprian,ARI,SP,7849,,,Junior Ciprian,,FALSE,
Junior Fernández,TOR,P,2793,Junior Fernandez,,Junior Fernandez,,FALSE,
Junior Franco,AZ,OF,5231,,,Junior Franco,,FALSE,
Junior Gonzalez,SEA,C,5230,,,Junior Gonzalez,,FALSE,
Junior Guerra,LAA,P,2794,,,Junior Guerra,,FALSE,
Junior Marin,KC,RF,4468,,,Junior Marin,,FALSE,
Junior Martina,WSH,"2B,3B",5229,,,Junior Martina,,FALSE,
Junior Melo,CIN,"C,1B",5228,,,Junior Melo,,FALSE,
Junior Paniagua,TEX,"2B,3B",5227,,,Junior Paniagua,,FALSE,
Junior Perez,OAK,OF,4534,,,Junior Perez,,FALSE,
Junior Sanquintin,CLE,3B,5226,,,Junior Sanquintin,,FALSE,
Junior Santos,NYM,P,6052,,,Junior Santos,,FALSE,
Junior Tamares,CIN,OF,5225,,,Junior Tamares,,FALSE,
Junior Tilien,NYM,"2B,SS",5224,,,Junior Tilien,,FALSE,
Jurickson Profar,SD,OF,2795,,,Jurickson Profar,,FALSE,
Jurrangelo Cijntje,SEA,RHP,7709,,,Jurrangelo Cijntje,,FALSE,
Justice Bigbie,DET,1B,5223,,,Justice Bigbie,,FALSE,
Justice Thompson,CIN,CF,5222,,,Justice Thompson,,FALSE,
Justin Anderson,TEX,P,3358,,,Justin Anderson,,FALSE,
Justin Armbruester,BAL,P,6125,,,Justin Armbruester,,FALSE,
Justin Boyd,CIN,OF,4588,,,Justin Boyd,,FALSE,
Justin Bruihl,LAD,P,2796,,,Justin Bruihl,,FALSE,
Justin Campbell,CLE,SP,3923,,,Justin Campbell,,FALSE,
Justin Connell,WSH,OF,5221,,,Justin Connell,,FALSE,
Justin Crawford,PHI,CF,3895,,,Justin Crawford,,FALSE,
Justin Dean,ATL,OF,5220,,,Justin Dean,,FALSE,
Justin Dirden,HOU,OF,4685,,,Justin Dirden,,FALSE,
Justin Dunn,CIN,P,2797,,,Justin Dunn,,FALSE,
Justin Farmer,SD,OF,5219,,,Justin Farmer,,FALSE,
Justin Foscue,TEX,2B,3492,,,Justin Foscue,,FALSE,
Justin Garza,LAA,P,2798,,,Justin Garza,,FALSE,
Justin Grimm,OAK,P,4171,,,Justin Grimm,,FALSE,
Justin Guerrera,NYM,"2B,3B",5218,,,Justin Guerrera,,FALSE,
Justin Hagenman,NYM,RP,6307,,,Justin Hagenman,,FALSE,
Justin Jarvis,NYM,SP,6989,,,Justin Jarvis,,FALSE,
Justin Lange,SD,P,4524,,,Justin Lange,,FALSE,
Justin Lavey,SEA,"2B,3B",5217,,,Justin Lavey,,TRUE,
Justin Lawrence,COL,P,2799,,,Justin Lawrence,,FALSE,
Justin Lee,,RHP,7032,,,Justin Lee,,FALSE,
Justin Lopez,SD,RHP,4660,,,Justin Lopez,,FALSE,
Justin Martinez,AZ,P,5216,,,Justin Martinez,,FALSE,
Justin Miller,STL,P,2800,,,Justin Miller,,FALSE,
Justin Nicolino,MIN,P,6173,,,Justin Nicolino,,FALSE,
Justin Riemer,BOS,2B,6706,,,Justin Riemer,,FALSE,
Justin Slaten,BOS,RP,6625,,,Justin Slaten,,FALSE,
Justin Steele,CHC,P,2801,,,Justin Steele,,FALSE,
Justin Sterner,TB,SIRP,6810,,,Justin Sterner,,FALSE,
Justin Storm,,LHP,7069,,,Justin Storm,,FALSE,
Justin Toerner,STL,OF,5215,,,Justin Toerner,,FALSE,
Justin Topa,MIN,RP,4130,,,Justin Topa,,FALSE,
Justin Turner,TOR,"1B,2B,3B",2802,,,Justin Turner,,FALSE,
Justin Upton,LAA,OF,2803,,,Justin Upton,,FALSE,
Justin Verlander,HOU,SP,1892,,,Justin Verlander,,FALSE,
Justin Williams,PHI,OF,2804,,,Justin Williams,,FALSE,
Justin Wilson,MIL,P,2805,,,Justin Wilson,,FALSE,
Justin Wrobleski,LAD,,6544,,,Justin Wrobleski,,FALSE,
Justin Yeager,MIL,SIRP,6847,,,Justin Yeager,,FALSE,
Justin Yurchak,LAD,1B,5214,,,Justin Yurchak,,FALSE,
Justus Sheffield,SEA,P,2806,,,Justus Sheffield,,FALSE,
Justyn-Henry Malloy,DET,3B/OF,3710,,,Justyn-Henry Malloy,,FALSE,
K.C. Hunt,MIL,"SP, RP",7545,,,K.C. Hunt,,FALSE,
K.J. Harrison,WSH,1B,5213,,,K.J. Harrison,,FALSE,
Ka'ai Tom,SF,OF,4375,,,Ka'ai Tom,,FALSE,
Kade Kern,,,7307,,,Kade Kern,,FALSE,
Kade McClure,SF,P,2807,,,Kade McClure,,FALSE,
Kade Morris,NYM,SP,6909,,,Kade Morris,,FALSE,
Kade Strowd,BAL,RP,5522,,,Kade Strowd,,FALSE,
Kaden Polcovich,SEA,2B,4618,,,Kaden Polcovich,,FALSE,
Kadon Morton,ATL,OF,5212,,,Kadon Morton,,FALSE,
Kaelen Culpepper,MIN,SS,7690,,,Kaelen Culpepper,,FALSE,
Kahlil Watson,CLE,SS,3481,,,Kahlil Watson,,FALSE,
Kai Roberts,SDP,OF,7751,,,Kai Roberts,,FALSE,
Kai-Wei Teng,SF,SP,7377,,,Kai-Wei Teng,,FALSE,
Kala'i Rosario,MIN,LF,5211,Kala’i Rosario,,Kala'i Rosario,,FALSE,
Kalae Harrison,,,7356,,,Kalae Harrison,,FALSE,
